gene_id,gene_name,row_coverage,row_mean,row_median,region_coverage,region_mean,region_median,tstatistic,pvalue,comparison_mode,Imp_total_width,Imp_cluster_count,Imp_max_width,Syp_total_width,Syp_cluster_count,Syp_max_width,feature
FBgn0010226,GstS1,81500,-1.9848390897297e-4,-0.00730874654956625,32500,0.00162059513245893,-0.00839406190540206,3.943287941394321,4.027024879105402e-5,Syp_to_Imp,289,3,118,30,1,30,UTR3
FBgn0010228,HmgZ,142650,-0.00019325379455568001,-4.021459132463759e-16,13500,-0.00518866020949903,-0.00505144771102866,-7.907009192502291,0.9999999999999986,Imp_to_Syp,169,2,141,29,1,29,UTR3
FBgn0010228,HmgZ,38040,-1.6657116424351e-4,-4.1836840758347807e-16,13500,-0.00518866020949903,-0.00505144771102866,-7.949243954928685,0.999999999999999,Syp_to_Imp,169,2,141,29,1,29,UTR3
FBgn0010300,brat,4929420,-1.685086530893862e-5,-0.00799858243481137,449500,8.906164396854034e-5,-0.00510697465175993,0.921188236142966,0.17847632669381713,Imp_to_Syp,472,8,161,417,14,55,UTR3
FBgn0010300,brat,6586725,-1.5841283721939033e-5,-0.00195683240825256,449500,8.906164396854005e-5,-0.00510697465175993,0.912407265059236,0.1807774279187472,Syp_to_Imp,472,8,161,417,14,55,UTR3
FBgn0010341,Cdc42,530880,-1.1242099955583e-4,-0.00671822291130634,25675,0.00421618387235193,-7.3719996677451e-4,8.086995196994552,3.191576336228467e-16,Imp_to_Syp,318,7,92,50,1,50,UTR3
FBgn0010341,Cdc42,87360,-1.4162004093308e-4,-0.01042595157607309,25675,0.00421618387235193,-7.3719996677451e-4,8.14154683992855,2.0390517770135541e-16,Syp_to_Imp,318,7,92,50,1,50,UTR3
FBgn0010348,Arf79F,221130,-2.2648476563819e-4,-0.01076002745389043,17325,0.00268144978832291,-0.01323532462646109,4.349071894640666,6.8747817513968224e-6,Imp_to_Syp,356,7,100,27,1,27,UTR3
FBgn0010348,Arf79F,38610,-2.1583298863598e-4,-0.01556624057187806,17325,0.00268144978832292,-0.01323532462646109,4.333141225250198,7.391225641051072e-6,Syp_to_Imp,356,7,100,27,1,27,UTR3
FBgn0010352,Nc73EF,223740,-1.0204540330559e-4,-0.00915342359742321,5400,0.01355156386772782,-0.00697582183265287,10.758893273611784,5.013055984388355e-27,Imp_to_Syp,145,2,95,27,1,27,UTR3
FBgn0010352,Nc73EF,37290,-1.2159057777288e-4,-0.0128063440287165,5400,0.01355156386772782,-0.00697582183265287,10.774294655175693,4.25601794631825e-27,Syp_to_Imp,145,2,95,27,1,27,UTR3
FBgn0010379,Akt1,1111860,-5.272623810583093e-5,-0.00187729046330162,23925,0.0085730762229221,-7.286897027831507e-17,16.792158696717724,3.1945417672995114e-63,Imp_to_Syp,295,7,74,55,2,29,UTR3
FBgn0010379,Akt1,140580,-5.716364425802357e-5,-1.3311041051196686e-16,23925,0.0085730762229221,-7.286897027831507e-17,16.80079715425789,2.766365474185835e-63,Syp_to_Imp,295,7,74,55,2,29,UTR3
FBgn0010415,Sdc,1631555,-5.442643388708681e-5,-3.38372213418303e-16,67950,-2.118881619362e-4,-2.850936472325251e-16,-0.5699123446101672,0.7156304820417441,Imp_to_Syp,616,10,123,26,1,26,UTR3
FBgn0010415,Sdc,194490,-5.053022205242251e-5,-2.5970424616336817e-16,67950,-2.118881619362e-4,-2.850936472325251e-16,-0.5840141790641801,0.7203936443944041,Syp_to_Imp,616,10,123,26,1,26,UTR3
FBgn0010488,NAT1,318190,-1.1111789454448e-4,0,79900,-4.9223223199518e-4,0,-1.7497177876042276,0.9599145691933156,Imp_to_Syp,457,5,164,176,3,98,UTR3
FBgn0010488,NAT1,115090,-1.0079781358237e-4,0,79900,-4.9223223199518e-4,0,-1.797097871359939,0.9638380707038524,Syp_to_Imp,457,5,164,176,3,98,UTR3
FBgn0010551,Phb2,28770,-9.28274322607342e-5,-0.00741747067868223,1350,-0.021211738606509888,-0.01916984474755375,-16.760471277020326,1,Imp_to_Syp,29,1,29,27,1,27,UTR3
FBgn0010551,Phb2,43155,-8.543591314167309e-5,-1.11393756340958e-16,1350,-0.021211738606509888,-0.01916984474755375,-16.76633736277003,1,Syp_to_Imp,29,1,29,27,1,27,UTR3
FBgn0011217,eff,502665,-1.6943441015218e-4,-0.00996947741879801,58125,0.00289944350856166,-0.00831809103824221,8.45271221762689,1.4555164004742774e-17,Imp_to_Syp,620,8,144,104,2,77,UTR3
FBgn0011217,eff,135125,-1.4806552667818e-4,-0.00898004627408274,58125,0.00289944350856166,-0.00831809103824221,8.3938551932675,2.404447823625253e-17,Syp_to_Imp,620,8,144,104,2,77,UTR3
FBgn0011224,heph,3943080,-2.810046774987237e-5,-2.8627597323306406e-16,48600,-0.00660894287843318,-4.7725227821517e-4,-18.98646537006155,1,Imp_to_Syp,852,19,119,27,1,27,UTR3
FBgn0011224,heph,292080,-3.053703039649004e-5,-7.05887644095096e-17,48600,-0.00660894287843318,-4.7725227821517e-4,-18.97943561468602,1,Syp_to_Imp,852,19,119,27,1,27,UTR3
FBgn0011300,babo,689415,-8.222255901390556e-5,-0.00490014884232653,4425,-9.0788277528352e-4,-1.79947609105328e-16,-0.5886898751560068,0.7219503073363696,Imp_to_Syp,294,3,168,29,1,29,UTR3
FBgn0011300,babo,35055,-6.628813549597513e-5,-9.895824034319031e-17,4425,-9.0788277528352e-4,-1.79947609105328e-16,-0.6000510060505472,0.7257485118343793,Syp_to_Imp,294,3,168,29,1,29,UTR3
FBgn0011305,Rsf1,71470,-1.7212416382502e-4,-0.00537410172008862,2800,-0.01159270574181607,-0.01983585032504473,-6.599863312552401,0.9999999999754788,Imp_to_Syp,58,2,29,30,1,30,UTR3
FBgn0011305,Rsf1,40840,-2.3651609522546e-4,-0.01240524928460205,2800,-0.01159270574181607,-0.01983585032504473,-6.56265172724284,0.9999999999686242,Syp_to_Imp,58,2,29,30,1,30,UTR3
FBgn0011666,msi,6102420,-1.149090635836231e-5,-1.9249740980738632e-16,107325,-0.00409555875814435,-2.2295826681274965e-16,-20.89256739792642,1,Imp_to_Syp,585,11,171,79,2,52,UTR3
FBgn0011666,msi,1036260,-1.3341912229909334e-5,-2.5224545061142305e-16,107325,-0.00409555875814435,-2.2295826681274965e-16,-20.883098342482505,1,Syp_to_Imp,585,11,171,79,2,52,UTR3
FBgn0011725,twin,4061460,-6.446851041995158e-6,-0.01619186572851486,16400,0.06837988332372312,0.04593311307583142,74.22845420893036,0,Imp_to_Syp,162,1,162,55,2,28,UTR3
FBgn0011725,twin,1584960,-6.7196127291734985e-6,-0.01198309545201692,16400,0.06837988332372312,0.04593311307583142,74.22875027216924,0,Syp_to_Imp,162,1,162,55,2,28,UTR3
FBgn0011760,ctp,5238840,-5.6068802288350046e-5,-0.01194037703285923,249050,0.00418160722336217,-0.01153160993377575,22.776591496779343,5.12921892787183e-115,Imp_to_Syp,1200,12,183,76,2,49,UTR3
FBgn0011760,ctp,607920,-5.121963381555304e-5,-0.01353780869615362,249050,0.00418160722336217,-0.01153160993377575,22.750528265721705,9.282692569108054e-115,Syp_to_Imp,1200,12,183,76,2,49,UTR3
FBgn0011766,E2f1,493350,-1.2698384743878e-4,-0.00749125137148556,78000,8.2738315455091e-4,-0.00811527662823813,3.152074517776869,8.1088121206471e-4,Imp_to_Syp,341,10,52,314,7,97,UTR3
FBgn0011766,E2f1,253000,-1.3637388038751e-4,-0.00973548132295762,78000,8.2738315455091e-4,-0.00811527662823813,3.18308783185528,7.2885284498534e-4,Syp_to_Imp,341,10,52,314,7,97,UTR3
FBgn0011817,nmo,941005,-2.568139650482276e-5,-0.00814094152741459,20925,0.00163227505802174,-0.00841659063605732,3.1484183566710895,8.219360893984e-4,Imp_to_Syp,58,2,30,28,1,28,UTR3
FBgn0011817,nmo,819585,-2.810037850990007e-5,-0.00748211231828127,20925,0.00163227505802174,-0.00841659063605732,3.153011943751408,8.0911731599411e-4,Syp_to_Imp,58,2,30,28,1,28,UTR3
FBgn0013272,Gp150,280980,-1.1748696879737e-4,-1.9443360346593176e-16,36225,0.00165874286969698,-6.01277774880284e-17,5.48268576611114,2.1085422342033448e-8,Imp_to_Syp,186,4,76,55,2,29,UTR3
FBgn0013272,Gp150,102580,-9.828833076944529e-5,-1.2415079639644509e-16,36225,0.00165874286969698,-6.01277774880284e-17,5.423425361199984,2.9420574656790673e-8,Syp_to_Imp,186,4,76,55,2,29,UTR3
FBgn0013305,Nmda1,67320,-2.4941268827218e-4,-0.00130103216670581,7200,0.0083010558744438,-2.182310953405531e-16,8.216541534865705,1.231371719340966e-16,Imp_to_Syp,123,2,74,26,1,26,UTR3
FBgn0013305,Nmda1,33660,-2.2811167402674e-4,-2.8063980846066164e-16,7200,0.0083010558744438,-2.182310953405531e-16,8.196072403028232,1.4578315249817914e-16,Syp_to_Imp,123,2,74,26,1,26,UTR3
FBgn0013726,pnut,189405,-1.69145863531e-4,-1.180455814053966e-16,4575,-4.0132972857349e-4,-1.4886270135809482e-16,-0.2928276070173623,0.6151663958627547,Imp_to_Syp,175,4,95,28,1,28,UTR3
FBgn0013726,pnut,9315,-1.4475434491515e-4,-1.3724936104812623e-16,4575,-4.0132972857349e-4,-1.4886270135809482e-16,-0.32358990837922674,0.6268683385557596,Syp_to_Imp,175,4,95,28,1,28,UTR3
FBgn0013981,His4r,19845,-0.00103934490264006,-0.01321497199121796,4200,2.0215431361772e-4,-0.01372182526669403,0.9051666695135528,0.1827145142869232,Imp_to_Syp,113,3,54,51,1,51,UTR3
FBgn0013981,His4r,7560,-9.1341503943026e-4,-0.01575373157848568,4200,2.0215431361772e-4,-0.01372182526669403,0.8133522620767968,0.20803111844195643,Syp_to_Imp,113,3,54,51,1,51,UTR3
FBgn0013987,MAPk-Ak2,48480,-1.6593761324396e-4,-1.5923029078999368e-16,1800,0.00465896001076711,-1.011390912882435e-16,4.8210460700492925,7.740844903449946e-7,Imp_to_Syp,28,1,28,27,1,27,UTR3
FBgn0013987,MAPk-Ak2,24240,-3.361056965443013e-5,-3.3726223772177836e-17,1800,0.00465896001076711,-1.011390912882435e-16,4.688824658700835,1.4773453177478644e-6,Syp_to_Imp,28,1,28,27,1,27,UTR3
FBgn0014010,Rab5,570610,-1.0925744146339e-4,-8.579204506249954e-17,15050,-0.0017165336863041601,-0.01113120118033787,-2.475444934743976,0.9933410236482552,Imp_to_Syp,341,4,144,26,1,26,UTR3
FBgn0014010,Rab5,46445,-8.930239250892092e-5,-4.3951276327347e-4,15050,-0.0017165336863041601,-0.01113120118033787,-2.5061786838524327,0.9938925709562232,Syp_to_Imp,341,4,144,26,1,26,UTR3
FBgn0014163,fax,2611125,-2.8399046873718005e-5,-4.296478391261821e-17,354375,0.00103957703528508,-5.146438578239392e-17,12.16313013641438,2.4810288930287414e-34,Imp_to_Syp,960,12,286,305,5,97,UTR3
FBgn0014163,fax,731115,-3.026611723554125e-5,-5.2935716058286966e-17,354375,0.00103957703528508,-5.146438578239392e-17,12.184394114291855,1.912087911309895e-34,Syp_to_Imp,960,12,286,305,5,97,UTR3
FBgn0014184,Oda,336415,-1.5674240809863e-4,-0.0101427688154117,19825,0.06414899816528903,-1.573127014150853e-16,58.075651418193374,0,Imp_to_Syp,273,5,116,56,2,29,UTR3
FBgn0014184,Oda,71695,-2.4305783956815e-4,-0.03000786801117549,19825,0.06414899816528903,-1.573127014150853e-16,58.153604410653095,0,Syp_to_Imp,273,5,116,56,2,29,UTR3
FBgn0014368,nol,9800,-0.00185193841114908,-0.01573168436704969,2800,-0.00151501141180829,-0.01717769187110847,0.16926071882823776,0.4328019014491492,Imp_to_Syp,26,1,26,30,1,30,UTR3
FBgn0014368,nol,5600,-0.00176066157733901,-0.01497063893035922,2800,-0.00151501141180829,-0.01717769187110847,0.12340632742213152,0.4508971035954854,Syp_to_Imp,26,1,26,30,1,30,UTR3
FBgn0014388,sty,585975,-1.0204667720015e-4,-0.01237116209374498,32500,0.00682998242392974,-0.00537139698604821,14.293986384917254,1.647396375367473e-46,Imp_to_Syp,332,7,99,57,2,30,UTR3
FBgn0014388,sty,180300,-1.0159241220156e-4,-0.01069877738081948,32500,0.00682998242392974,-0.00537139698604821,14.293049681159925,1.669569375822569e-46,Syp_to_Imp,332,7,99,57,2,30,UTR3
FBgn0014870,Psi,740300,-4.85088831450938e-5,-0.00641954025220937,13200,-5.2172991542315e-4,-2.727756496303732e-16,-0.5881053739946063,0.7217641858515951,Imp_to_Syp,131,3,74,26,1,26,UTR3
FBgn0014870,Psi,201900,-4.12571365199858e-5,-2.169668718675892e-16,13200,-5.2172991542315e-4,-2.727756496303732e-16,-0.5971176343764879,0.7247804561887474,Syp_to_Imp,131,3,74,26,1,26,UTR3
FBgn0015222,Fer1HCH,228375,-1.8780902980047e-4,-2.0138763462766262e-16,37800,0.01668778720344967,2.492822997639293e-16,49.02999893417283,0,Imp_to_Syp,248,4,99,26,1,26,UTR3
FBgn0015222,Fer1HCH,87000,-1.8234427741184e-4,-1.9629635644159922e-16,37800,0.01668778720344967,2.492822997639293e-16,49.01412175862971,0,Syp_to_Imp,248,4,99,26,1,26,UTR3
FBgn0015320,Ubc2,88640,-9.161241526350458e-5,-1.3139592354437223e-16,22400,7.9361097223916e-4,-1.0667553790894782e-16,1.729432343193396,0.04187276131505055,Imp_to_Syp,76,1,76,234,5,74,UTR3
FBgn0015320,Ubc2,310240,-1.0225359046419e-4,-7.361882598005464e-17,22400,7.9361097223916e-4,-1.0667553790894782e-16,1.7502216635180516,0.04004688160457298,Syp_to_Imp,76,1,76,234,5,74,UTR3
FBgn0015737,Hmu,11475,-1.2786359798561e-4,-1.637519057058971e-16,1125,0.00200251678609217,-2.8083247113001684e-16,1.8938368050453904,0.02925162669545938,Imp_to_Syp,28,1,28,27,1,27,UTR3
FBgn0015737,Hmu,20655,-1.1402976288009e-4,-1.803763883746586e-17,1125,0.00200251678609217,-2.8083247113001684e-16,1.8815389889963952,0.03007844497907615,Syp_to_Imp,28,1,28,27,1,27,UTR3
FBgn0015766,Msr-110,264800,-2.8610009673278e-4,-0.00700594756024058,72000,4.1690140786028e-4,-0.00665055599695592,2.139896542198167,0.01618323979006169,Imp_to_Syp,378,10,50,248,4,95,UTR3
FBgn0015766,Msr-110,119160,-2.8824315128708e-4,-0.00797144674733547,72000,4.1690140786028e-4,-0.00665055599695592,2.1464198782088526,0.01592141295649258,Syp_to_Imp,378,10,50,248,4,95,UTR3
FBgn0015776,nrv1,220860,-2.0994577535828e-4,-0.0079933653052417,14850,0.00635877178819124,-2.801192359716701e-16,9.63056075067199,3.4416830412447717e-22,Imp_to_Syp,207,4,98,29,1,29,UTR3
FBgn0015776,nrv1,44990,-2.7291567420054e-4,-0.00853905011963494,14850,0.00635877178819124,-2.801192359716701e-16,9.722882490859035,1.403403131372993e-22,Syp_to_Imp,207,4,98,29,1,29,UTR3
FBgn0015777,nrv2,364980,-2.2952678454311e-4,-0.00966009671963341,126000,-1.1420096848526e-4,-0.0099423738755757,0.4865369974677507,0.3132936633596942,Imp_to_Syp,423,11,96,215,6,53,UTR3
FBgn0015777,nrv2,260700,-2.2156268553152e-4,-0.00975077548407324,126000,-1.1420096848526e-4,-0.0099423738755757,0.4529380258490072,0.32529707413742726,Syp_to_Imp,423,11,96,215,6,53,UTR3
FBgn0015778,rin,3331125,-3.672048337926745e-5,-1.2367503682181522e-16,303750,-3.9824000422933e-4,-1.0284234773706755e-16,-3.44856165051565,0.9997181714159707,Imp_to_Syp,1109,18,165,162,6,29,UTR3
FBgn0015778,rin,799470,-2.377169036456943e-5,-7.367043440433832e-17,303750,-3.9824000422933e-4,-1.0284234773706755e-16,-3.5720811520517035,0.9998228948266378,Syp_to_Imp,1109,18,165,162,6,29,UTR3
FBgn0016797,fz2,839020,-4.769850404651533e-5,-0.01025169039657423,24700,0.03857827949901778,0.03639190358302519,73.52512221573502,0,Imp_to_Syp,227,5,73,71,1,71,UTR3
FBgn0016797,fz2,306565,-4.307868516053472e-5,-0.0113436302353074,24700,0.03857827949901778,0.03639190358302519,73.5163283219421,0,Syp_to_Imp,227,5,73,71,1,71,UTR3
FBgn0016977,spen,545325,-5.730043768174373e-5,-3.612134460714018e-16,45375,0.00322024445840723,-0.00553439072077716,8.615991584764014,3.576612299632743e-18,Imp_to_Syp,706,15,118,131,2,101,UTR3
FBgn0016977,spen,327195,-7.428656796246085e-5,-0.0052734561619203,45375,0.00322024445840723,-0.00553439072077716,8.660644628489214,2.4212684560431816e-18,Syp_to_Imp,706,15,118,131,2,101,UTR3
FBgn0017418,ari-1,1081800,-1.2241156595041454e-5,-1.0255283422369871e-16,11250,-0.010031945410688,1.1217244622287932e-16,-20.71428667362264,1,Imp_to_Syp,383,4,162,30,1,30,UTR3
FBgn0017418,ari-1,60100,-3.595981911982214e-5,2.205528454799631e-16,11250,-0.010031945410688,1.1217244622287932e-16,-20.665251775726073,1,Syp_to_Imp,383,4,162,30,1,30,UTR3
FBgn0017572,Mo25,265620,-1.2914000372443e-4,-1.3422347347436523e-16,18525,0.0011855115899827,-0.00102015213298461,2.678377951551798,0.00370224831571671,Imp_to_Syp,219,3,118,54,2,27,UTR3
FBgn0017572,Mo25,60580,-1.1647075784929e-4,-1.3610266955437328e-16,18525,0.0011855115899827,-0.00102015213298461,2.652566528223223,0.00399752356369905,Syp_to_Imp,219,3,118,54,2,27,UTR3
FBgn0017581,Lk6,1081730,-5.6144684904824414e-5,0,60950,-8.6052059865528e-4,0,-2.8526506922796404,0.9978314581172556,Imp_to_Syp,691,9,239,52,2,26,UTR3
FBgn0017581,Lk6,234715,-3.945724406210907e-5,0,60950,-8.6052059865528e-4,0,-2.9118312804332462,0.998202765513302,Syp_to_Imp,691,9,239,52,2,26,UTR3
FBgn0019925,Surf4,134420,-8.317216791605931e-5,0,7700,9.8792881798199e-4,0,1.3916353985341456,0.08203651903404681,Imp_to_Syp,216,2,122,27,1,27,UTR3
FBgn0019925,Surf4,21385,-1.080540868255e-4,0,7700,9.87928817982e-4,0,1.4239634045706682,0.07724879608859068,Syp_to_Imp,216,2,122,27,1,27,UTR3
FBgn0020238,14-3-3epsilon,2284620,-5.4433629931253846e-5,-2.972899306946349e-16,156550,0.01027376536425903,-4.427207870246274e-17,48.28426114652986,0,Imp_to_Syp,706,14,98,101,2,51,UTR3
FBgn0020238,14-3-3epsilon,350610,-5.5531115505638014e-5,-0.00633232214529747,156550,0.01027376536425903,-4.427207870246274e-17,48.289391884242015,0,Syp_to_Imp,706,14,98,101,2,51,UTR3
FBgn0020255,Ran,346695,-2.2161177129544e-4,-0.00259840435894126,76125,3.8848293183505e-4,-1.9925949871820735e-16,1.96580841081578,0.02466218744238924,Imp_to_Syp,447,5,123,101,2,75,UTR3
FBgn0020255,Ran,139475,-1.8592688440427e-4,-1.9780339544378054e-16,76125,3.8848293183505e-4,-1.9925949871820735e-16,1.850826834300331,0.03209917022814076,Syp_to_Imp,447,5,123,101,2,75,UTR3
FBgn0020279,lig,1783950,-3.6477321984391606e-5,-2.2093115519945467e-16,26250,0.00947365021486079,-2.332094321872772e-16,19.567265516311895,5.902659402114037e-85,Imp_to_Syp,452,7,116,30,1,30,UTR3
FBgn0020279,lig,169900,-3.942086527926147e-5,-2.331960626131851e-16,26250,0.00947365021486079,-2.332094321872772e-16,19.57332191176888,5.250265549441967e-85,Syp_to_Imp,452,7,116,30,1,30,UTR3
FBgn0020306,dom,404740,-3.2811405063413856e-5,-0.00398067448545801,1400,0.03849040106025009,0.02796866576415208,13.371242075755848,9.171453286135651e-39,Imp_to_Syp,51,1,51,28,1,28,UTR3
FBgn0020306,dom,115640,-3.0127856987788935e-5,-0.00811260024413196,1400,0.03849040106025009,0.02796866576415208,13.370310627710769,9.273860752554327e-39,Syp_to_Imp,51,1,51,28,1,28,UTR3
FBgn0020443,eRF3,831775,-7.450892424045213e-5,-3.322486303421279e-16,24250,0.00214344938542221,-4.260049653823651e-16,4.2658458653829054,9.995024771419348e-6,Imp_to_Syp,460,7,141,29,1,29,UTR3
FBgn0020443,eRF3,85750,-9.001366404777191e-5,-3.796161278057677e-16,24250,0.00214344938542221,-4.260049653823651e-16,4.295666457552175,8.742335767799115e-6,Syp_to_Imp,460,7,141,29,1,29,UTR3
FBgn0020496,CtBP,5793480,-2.396745186197006e-5,-3.708385671360228e-16,195300,-0.00278003201699221,-0.0075559252923894,-16.623785407900062,1,Imp_to_Syp,1045,14,163,70,1,70,UTR3
FBgn0020496,CtBP,712690,-2.4702244376292824e-5,-0.00388182047338081,195300,-0.00278003201699222,-0.0075559252923894,-16.61935335168775,1,Syp_to_Imp,1045,14,163,70,1,70,UTR3
FBgn0020638,Lcp65Ag1,2760,-0.00210806165890116,-0.01994787221298202,900,0.01753593372384902,-0.01352506914900943,4.254745672426995,1.1561466580335528e-5,Imp_to_Syp,29,1,29,51,1,51,UTR3
FBgn0020638,Lcp65Ag1,6210,-0.00195588224260248,-0.01553069404063841,900,0.01753593372384902,-0.01352506914900943,4.2217847242943245,1.3350751537204926e-5,Syp_to_Imp,29,1,29,51,1,51,UTR3
FBgn0020653,Trxr-1,33900,-1.0690859358494e-4,0,3500,8.6446820049364e-4,0,1.2509685440670686,0.1055147961773276,Imp_to_Syp,76,2,49,26,1,26,UTR3
FBgn0020653,Trxr-1,11865,-8.971622122026481e-5,0,3500,8.6446820049364e-4,0,1.2288276846629604,0.10960952814210408,Syp_to_Imp,76,2,49,26,1,26,UTR3
FBgn0021895,ytr,1423970,-3.931754706219525e-5,-3.0093734370881535e-18,222700,0.002531617190047,4.4417274778615e-17,16.352945653542278,2.246677700421615e-60,Imp_to_Syp,588,7,168,302,7,93,UTR3
FBgn0021895,ytr,739160,-4.55822704952918e-5,-3.0460660650709008e-18,222700,0.00253161719004701,4.4417274778615e-17,16.392793682493455,1.1681220084373551e-60,Syp_to_Imp,588,7,168,302,7,93,UTR3
FBgn0022238,lolal,542295,-1.3178178331474e-4,4.075142551965469e-18,66950,0.01204489263554395,2.2692164423160737e-16,46.45737211888706,0,Imp_to_Syp,426,6,149,133,3,75,UTR3
FBgn0022238,lolal,136890,-1.2653182880143e-4,-3.899049820757525e-17,66950,0.01204489263554395,2.2692164423160737e-16,46.437342094100146,0,Syp_to_Imp,426,6,149,133,3,75,UTR3
FBgn0022382,Pka-R2,1007190,-3.902635056782091e-5,-6.705541507156571e-17,15675,-0.00778638737302106,-3.7446631620910523e-16,-15.181200000574444,1,Imp_to_Syp,243,4,73,30,1,30,UTR3
FBgn0022382,Pka-R2,194370,-3.107712507077119e-5,-2.8512867525159047e-16,15675,-0.00778638737302106,-3.7446631620910523e-16,-15.19677676042475,1,Syp_to_Imp,243,4,73,30,1,30,UTR3
FBgn0022893,Df31,322750,-1.6548458311195e-4,-0.01667150677462359,102500,0.00520428826854151,-0.01156349660712136,16.35138282779013,2.5336037641479827e-60,Imp_to_Syp,240,3,116,267,7,55,UTR3
FBgn0022893,Df31,529310,-1.7065288076751e-4,-0.01201673139597261,102500,0.00520428826854151,-0.01156349660712136,16.36712070271866,1.957955601417017e-60,Syp_to_Imp,240,3,116,267,7,55,UTR3
FBgn0022959,yps,736700,-6.654525739701053e-5,-1.1799140612709504e-16,124550,1.1435336034419e-4,-1.4659713614264306e-16,0.8433143201412562,0.19952714778207087,Imp_to_Syp,548,8,168,126,2,71,UTR3
FBgn0022959,yps,326650,-8.1232576833545e-5,-1.5087669346263922e-16,124550,1.1435336034419e-4,-1.4659713614264306e-16,0.9117837587692392,0.18094216318473605,Syp_to_Imp,548,8,168,126,2,71,UTR3
FBgn0022987,qkr54B,490280,-5.087788200396001e-5,-0.01518130955330189,10200,-0.0021236895602049,-0.02010833845963971,-2.459971644924789,0.9930443677231556,Imp_to_Syp,113,4,30,29,1,29,UTR3
FBgn0022987,qkr54B,173040,-4.983569716945095e-5,-0.01080700184662029,10200,-0.0021236895602049,-0.02010833845963971,-2.461208489143984,0.9930682874958432,Syp_to_Imp,113,4,30,29,1,29,UTR3
FBgn0023212,EloB,59280,-2.5729759945341e-4,-2.375392324304515e-16,9750,0.00156164988799989,-4.049790268366096e-16,1.9912354620009047,0.02324143377122441,Imp_to_Syp,50,1,50,104,2,53,UTR3
FBgn0023212,EloB,34200,-2.9931054504408e-4,-0.00546931276809553,9750,0.00156164988799989,-4.049790268366096e-16,2.0372278107082304,0.02082708508293723,Syp_to_Imp,50,1,50,104,2,53,UTR3
FBgn0023215,Mnt,435708,-1.5436270823653e-4,-0.00333091048900069,14040,0.00870861317928338,-0.00906479857520114,10.387785427421075,1.7385557601892874e-25,Imp_to_Syp,417,10,73,26,1,26,UTR3
FBgn0023215,Mnt,27930,-2.0545833998784e-4,-0.00657297087313965,14040,0.00870861317928338,-0.00906479857520114,10.447671685225137,9.30864891379258e-26,Syp_to_Imp,417,10,73,26,1,26,UTR3
FBgn0024183,vig,480960,-1.1435425475211e-4,-0.00739523642407295,43200,0.00156742270701063,-0.00151220398930412,4.085741457582842,2.2007753856627063e-5,Imp_to_Syp,263,6,75,55,2,29,UTR3
FBgn0024183,vig,202905,-1.2221518288425e-4,-0.00498777328395561,43200,0.00156742270701063,-0.00151220398930412,4.104838948329131,2.0266962547729736e-5,Syp_to_Imp,263,6,75,55,2,29,UTR3
FBgn0024921,Tnpo,333000,-7.816123171358236e-5,-0.00869946590958521,17500,0.00959499027505461,-1.5525325266424258e-16,15.783136069079555,4.925816440283067e-56,Imp_to_Syp,28,1,28,53,2,27,UTR3
FBgn0024921,Tnpo,372960,-4.6239558108535016e-5,-2.516328127553457e-16,17500,0.0095949902750546,-1.5525325266424258e-16,15.73105127358052,1.1100014496882222e-55,Syp_to_Imp,28,1,28,53,2,27,UTR3
FBgn0025741,PlexA,1785600,-5.8241460887469994e-5,-0.01243240522510934,42000,0.00424913531913444,-0.00872549262486199,8.935611255028562,2.1048623493843445e-19,Imp_to_Syp,244,6,55,30,1,30,UTR3
FBgn0025741,PlexA,468720,-6.196109979431063e-5,-0.01356977336390052,42000,0.00424913531913444,-0.00872549262486199,8.94332760977951,1.9631685640162705e-19,Syp_to_Imp,244,6,55,30,1,30,UTR3
FBgn0025800,Smox,327150,-6.637184819993689e-5,-2.5184365390564847e-16,20250,0.00968827463582123,1.6194806800169932e-18,18.557079820615993,1.5331608181815708e-76,Imp_to_Syp,107,3,52,72,1,72,UTR3
FBgn0025800,Smox,294435,-5.0698311989971545e-5,-1.640897125529852e-16,20250,0.00968827463582123,1.6194806800169932e-18,18.52726274185296,2.6446698787138528e-76,Syp_to_Imp,107,3,52,72,1,72,UTR3
FBgn0026077,Gasp,1069200,-3.4752109378732304e-5,-0.00526838919116254,46125,0.01442506809632116,-0.00348239808432043,30.971999714339336,8.887235944539495e-209,Imp_to_Syp,189,5,52,218,3,166,UTR3
FBgn0026077,Gasp,974160,-3.7427905884667856e-5,-0.00111017980065379,46125,0.01442506809632116,-0.00348239808432043,30.97773109740207,7.46722897975765e-209,Syp_to_Imp,189,5,52,218,3,166,UTR3
FBgn0026250,eIF1A,571915,-1.5549889102013e-4,-0.00526552075761022,112350,0.00204482605814824,-0.00211809191646159,8.741508653355533,1.1655173386222535e-18,Imp_to_Syp,404,7,214,185,4,99,UTR3
FBgn0026250,eIF1A,224490,-1.4484251265832e-4,-9.913790045832e-4,112350,0.00204482605814824,-0.00211809191646159,8.699172713976017,1.6935564252803826e-18,Syp_to_Imp,404,7,214,185,4,99,UTR3
FBgn0026418,Hsc70Cb,104550,-1.9520146421096e-4,-1.5424946279687418e-16,12750,0.00576588341102602,-1.0183213123429836e-16,8.458065836078035,1.5063530175857404e-17,Imp_to_Syp,148,3,69,26,1,26,UTR3
