exp_string,bins,meanCoverage,standardError,feature,merged_bins,max_cvg,norm_cvg,norm_SE
L1 Imp,17,0.02436203218130339,0.0019430555915452088,threeUTRs,162.75,0.028600016385813703,0.8518188190055564,0.06793896777307482
L1 Imp,18,0.024057198379271005,0.0019351122919020018,threeUTRs,163.5,0.028600016385813703,0.8411603005655603,0.06766123018243668
L1 Imp,19,0.0223299204484731,0.0017774714843517276,threeUTRs,164.25,0.028600016385813703,0.780766001922617,0.06214931699246845
L1 Imp,20,0.024673082419738358,0.0019359191028292236,threeUTRs,165,0.028600016385813703,0.8626946952371958,0.0676894403385547
L1 Imp,21,0.022768887354846737,0.0018679360801496763,threeUTRs,165.75,0.028600016385813703,0.7961144863588488,0.06531241293540718
L1 Imp,22,0.02199982152299144,0.0018171945842503526,threeUTRs,166.5,0.028600016385813703,0.7692240880639454,0.06353823577358944
L1 Imp,23,0.023661969385379927,0.0018636030186942336,threeUTRs,167.25,0.028600016385813703,0.827341112892398,0.06516090737691414
L1 Imp,24,0.02592810611033104,0.0019887893239270973,threeUTRs,168,0.028600016385813703,0.9065766173194224,0.06953804840872695
L1 Imp,25,0.02441456729396705,0.0018809122452016949,threeUTRs,168.75,0.028600016385813703,0.8536557100043224,0.06576612474021773
L1 Imp,26,0.026920915358108036,0.00199859590763112,threeUTRs,169.5,0.028600016385813703,0.9412902074930789,0.06988093575437501
L1 Imp,27,0.02527855789282461,0.001973240816319394,threeUTRs,170.25,0.028600016385813703,0.883865154194925,0.06899439460804536
L1 Imp,28,0.024964192355113088,0.001929276827129033,threeUTRs,171,0.028600016385813703,0.8728733584745751,0.06745719306951169
L1 Imp,29,0.025708550428666793,0.0019957442553346226,threeUTRs,171.75,0.028600016385813703,0.8988998496315147,0.06978122768924566
L1 Imp,30,0.027011847799428803,0.002072488918437783,threeUTRs,172.5,0.028600016385813703,0.9444696616617091,0.07246460598063809
L1 Imp,31,0.02476602819236785,0.0019335665782930192,threeUTRs,173.25,0.028600016385813703,0.8659445455650996,0.06760718428301722
L1 Imp,32,0.025376708220226717,0.001970944517771092,threeUTRs,174,0.028600016385813703,0.8872969818581704,0.06891410449501449
L1 Imp,33,0.024124635048885186,0.0019410763544699268,threeUTRs,174.75,0.028600016385813703,0.8435182247256189,0.0678697637191826
L1 Imp,34,0.02258264635195744,0.0018455713167137,threeUTRs,175.5,0.028600016385813703,0.789602566911779,0.06453042864790623
L1 Imp,35,0.02108358857204089,0.0017118154649005512,threeUTRs,176.25,0.028600016385813703,0.7371879892523019,0.059853653291948916
L1 Imp,36,0.023596980603457995,0.001861403600765011,threeUTRs,177,0.028600016385813703,0.825068779162052,0.06508400469617605
L1 Imp,37,0.022503111133207545,0.0018264010405549594,threeUTRs,177.75,0.028600016385813703,0.7868216168005285,0.06386013965575553
L1 Imp,38,0.02512907912753011,0.001974504150054764,threeUTRs,178.5,0.028600016385813703,0.8786386269343097,0.06903856709096731
L1 Imp,39,0.02513322382794562,0.0019408809570967654,threeUTRs,179.25,0.028600016385813703,0.8787835464462288,0.06786293164711224
L1 Imp,40,0.02507383595023644,0.0019518725933940562,threeUTRs,180,0.028600016385813703,0.8767070484153172,0.06824725437437973
L1 Imp,41,0.02474754254680202,0.0019221819143304436,threeUTRs,180.75,0.028600016385813703,0.8652981946918533,0.06720911933756415
L1 Imp,42,0.028455096711022223,0.0021228163574430114,threeUTRs,181.5,0.028600016385813703,0.9949328814069014,0.07422430563697087
L1 Imp,43,0.026258050653253758,0.002009459560401003,threeUTRs,182.25,0.028600016385813703,0.9181131331896154,0.07026078353569556
L1 Imp,44,0.02771610183491911,0.002036012946575923,threeUTRs,183,0.028600016385813703,0.9690939145289079,0.07118922307981035
L1 Imp,45,0.028102269982967908,0.0020200823011194014,threeUTRs,183.75,0.028600016385813703,0.9825962895918937,0.07063220782353856
L1 Imp,46,0.02667480468836571,0.001983650399233549,threeUTRs,184.5,0.028600016385813703,0.9326849442504885,0.06935836583008
L1 Imp,47,0.02510215901852882,0.0019493439067765916,threeUTRs,185.25,0.028600016385813703,0.8776973649210947,0.06815883880904045
L1 Imp,48,0.026759312007077086,0.0020419544196351547,threeUTRs,186,0.028600016385813703,0.9356397439111381,0.07139696677404749
L1 Imp,49,0.026489479909918876,0.0020123027869388176,threeUTRs,186.75,0.028600016385813703,0.9262050606047308,0.07036019699404676
L1 Imp,50,0.02498208468512972,0.0019302491134561837,threeUTRs,187.5,0.028600016385813703,0.8734989640607841,0.06749118907545919
L1 Imp,51,0.023441471361276105,0.0018854118918188668,threeUTRs,188.25,0.028600016385813703,0.819631396187019,0.06592345495137816
L1 Imp,52,0.02377414304816333,0.0019258635647219434,threeUTRs,189,0.028600016385813703,0.831263266686654,0.06733784829847923
L1 Imp,53,0.024121471569388393,0.0019039831303711648,threeUTRs,189.75,0.028600016385813703,0.8434076136177748,0.06657279858467445
L1 Imp,54,0.02246103222776749,0.0018011974027702215,threeUTRs,190.5,0.028600016385813703,0.7853503272434733,0.0629788940842586
L1 Imp,55,0.023813634320415285,0.0018562602544603048,threeUTRs,191.25,0.028600016385813703,0.8326440796106473,0.06490416751582893
L1 Imp,56,0.025935368689368764,0.0019913095923343397,threeUTRs,192,0.028600016385813703,0.9068305535039249,0.06962616963122012
L1 Imp,57,0.025613520973214114,0.0019390913521715688,threeUTRs,192.75,0.028600016385813703,0.8955771433025835,0.06780035808417945
L1 Imp,58,0.024602714317671446,0.001896962263708686,threeUTRs,193.5,0.028600016385813703,0.8602342734976538,0.06632731387698172
L1 Imp,59,0.02426070101604028,0.0018959193701823497,threeUTRs,194.25,0.028600016385813703,0.8482757732990032,0.06629084908926036
L1 Imp,60,0.024254325379360106,0.001931138327364522,threeUTRs,195,0.028600016385813703,0.8480528490672766,0.06752228045304244
L1 Imp,61,0.0241741113567233,0.0018756360479215495,threeUTRs,195.75,0.028600016385813703,0.8452481645679839,0.06558164242353058
L1 Imp,62,0.024816405247297883,0.001936386422303655,threeUTRs,196.5,0.028600016385813703,0.8677059800429842,0.06770578017095645
L1 Imp,63,0.02543006486041768,0.001915616717425748,threeUTRs,197.25,0.028600016385813703,0.889162597579196,0.06697956712975661
L1 Imp,64,0.024829267331676348,0.0019296661272613798,threeUTRs,198,0.028600016385813703,0.8681557030153403,0.06747080495445243
L1 Imp,65,0.025229764177118894,0.0019510186695676243,threeUTRs,198.75,0.028600016385813703,0.882159081196662,0.06821739691503731
L1 Imp,66,0.02434207709231774,0.0019061256229412817,threeUTRs,199.5,0.028600016385813703,0.8511210890211937,0.06664771086938139
L1 Imp,67,0.022438219959211244,0.001855828758547051,threeUTRs,200.25,0.028600016385813703,0.7845526959327598,0.0648890802547787
L1 Imp,68,0.02053054068112658,0.0017644374591133272,threeUTRs,201,0.028600016385813703,0.71785066148809,0.06169358210537707
L1 Imp,69,0.022521216806009575,0.0018792619800593767,threeUTRs,201.75,0.028600016385813703,0.7874546819204146,0.06570842319487397
L1 Imp,70,0.02320179971732798,0.0019061468428531953,threeUTRs,202.5,0.028600016385813703,0.8112512735774736,0.0666484528239183
L1 Imp,71,0.022632572646088926,0.0018128451209467981,threeUTRs,203.25,0.028600016385813703,0.7913482405316112,0.06338615672423226
L1 Imp,72,0.022133745715350168,0.0018479133599658608,threeUTRs,204,0.028600016385813703,0.7739067494495926,0.0646123182251906
L1 Imp,73,0.023153837210037068,0.0018708360960156825,threeUTRs,204.75,0.028600016385813703,0.8095742637938462,0.0654138120334666
L1 Imp,74,0.025394713928449067,0.0019479600918187196,threeUTRs,205.5,0.028600016385813703,0.8879265517150353,0.06811045369837462
L1 Imp,75,0.025343461199266063,0.0019055481458583377,threeUTRs,206.25,0.028600016385813703,0.8861344992738197,0.06662751937455307
L1 Imp,76,0.02625964101939959,0.002020899314054959,threeUTRs,207,0.028600016385813703,0.9181687403656525,0.07066077469303038
L1 Imp,77,0.026746385191210795,0.002006436216103694,threeUTRs,207.75,0.028600016385813703,0.9351877576013434,0.07015507225719404
L1 Imp,78,0.025860236914179265,0.0019639381121241283,threeUTRs,208.5,0.028600016385813703,0.9042035698625182,0.06866912541694517
L1 Imp,79,0.026781851010712412,0.00199971603480117,threeUTRs,209.25,0.028600016385813703,0.9364278205098112,0.06992010101760213
L1 Imp,80,0.026570644358554694,0.002006214977659129,threeUTRs,210,0.028600016385813703,0.9290429767632712,0.07014733665167619
L1 Imp,81,0.026176526257202133,0.0019829943298400013,threeUTRs,210.75,0.028600016385813703,0.9152626314643064,0.06933542635393783
L1 Imp,82,0.023798662922631247,0.001870925566876751,threeUTRs,211.5,0.028600016385813703,0.832120604463568,0.06541694038345988
L1 Imp,83,0.027027031021843933,0.002011672205455697,threeUTRs,212.25,0.028600016385813703,0.9450005432601777,0.0703381487030733
L1 Imp,84,0.028600016385813703,0.0021347064870462043,threeUTRs,213,0.028600016385813703,1,0.07464004419609599
L1 Imp,85,0.02430050384344356,0.001908362309279447,threeUTRs,213.75,0.028600016385813703,0.8496674797535149,0.06672591664059467
L1 Imp,86,0.021258028821924638,0.0017546675103746212,threeUTRs,214.5,0.028600016385813703,0.7432872951943179,0.061351975701838354
L1 Imp,87,0.020365864514345015,0.0017424600515508492,threeUTRs,215.25,0.028600016385813703,0.7120927568575441,0.060925141721777175
L1 Imp,88,0.02125295696696265,0.0017636725777420337,threeUTRs,216,0.028600016385813703,0.7431099577098363,0.06166683801680819
L1 Imp,89,0.02113553601538935,0.0017661570294005091,threeUTRs,216.75,0.028600016385813703,0.7390043323846864,0.061753706906145886
L1 Imp,90,0.0204263510838014,0.0017999489304730938,threeUTRs,217.5,0.028600016385813703,0.7142076706618029,0.0629352412317467
L1 Imp,91,0.016689722819991367,0.001560980299162042,threeUTRs,218.25,0.028600016385813703,0.5835564076204471,0.05457969946955435
L1 Imp,92,0.014467284654675958,0.0014839569052553536,threeUTRs,219,0.028600016385813703,0.5058488239836142,0.05188657535145441
L1 Imp,93,0.014400608117139172,0.0014977247748959685,threeUTRs,219.75,0.028600016385813703,0.5035174778529924,0.052367969119027365
L1 Imp,94,0.013470913131550568,0.001432138958158586,threeUTRs,220.5,0.028600016385813703,0.47101067879920744,0.050074760057443934
L1 Imp,95,0.01196086744168376,0.0013828462537434695,threeUTRs,221.25,0.028600016385813703,0.4182119087042425,0.04835123991150559
L1 Imp,96,0.012430382802461545,0.0013585454417476082,threeUTRs,222,0.028600016385813703,0.4346285203048805,0.04750156165719819
L1 Imp,97,0.012833601347507662,0.0014204427500556776,threeUTRs,222.75,0.028600016385813703,0.4487270627534828,0.049665801966471995
L1 Imp,98,0.011571017411515339,0.0013250095239874362,threeUTRs,223.5,0.028600016385813703,0.40458079657796425,0.046328977791938356
L1 Imp,99,0.011577685961970686,0.001365003951978154,threeUTRs,224.25,0.028600016385813703,0.4048139625442137,0.04772738356385099
L1 Imp,100,0.0101452466422985,0.0012851620008844091,threeUTRs,225,0.028600016385813703,0.3547287003419616,0.04493570855161749
L2 Imp,1,9.05272006233905e-4,2.918981895405667e-4,fiveUTRs,0.5,0.03468693506670582,0.026098356758617988,0.008415219995056426
L2 Imp,2,0.0016691423350334896,0.00048583162833163557,fiveUTRs,1,0.03468693506670582,0.048120202370823255,0.014006184962647798
L2 Imp,3,9.614024373268104e-4,3.688738847248295e-4,fiveUTRs,1.5,0.03468693506670582,0.02771655770329534,0.010634375277477091
L2 Imp,4,0.0014364757861642578,4.2148483358928095e-4,fiveUTRs,2,0.03468693506670582,0.04141258901663688,0.012151112018941168
L2 Imp,5,0.002297950267392462,5.914528895395437e-4,fiveUTRs,2.5,0.03468693506670582,0.0662482938597289,0.01705117181446361
L2 Imp,6,0.002020708724490949,5.249696251642981e-4,fiveUTRs,3,0.03468693506670582,0.05825561470348881,0.015134505950287579
L2 Imp,7,0.0015339173292313925,5.105427992728712e-4,fiveUTRs,3.5,0.03468693506670582,0.04422176033372634,0.014718590682372357
L2 Imp,8,0.0019142628217527302,5.206961255381665e-4,fiveUTRs,4,0.03468693506670582,0.05518685401496114,0.015011303954553069
L2 Imp,9,0.0019174401445446539,5.244898723998215e-4,fiveUTRs,4.5,0.03468693506670582,0.05527845400169428,0.015120675014704658
L2 Imp,10,0.001139048821283501,3.999308078045514e-4,fiveUTRs,5,0.03468693506670582,0.03283797830776968,0.011529724578878235
L2 Imp,11,0.0014177041348832258,4.6510187265506647e-4,fiveUTRs,5.5,0.03468693506670582,0.04087141548127168,0.013408560651456737
L2 Imp,12,0.0021213719764286653,5.89745207999299e-4,fiveUTRs,6,0.03468693506670582,0.06115766562681578,0.017001940553847454
L2 Imp,13,0.0021495732323188054,5.400559051455088e-4,fiveUTRs,6.5,0.03468693506670582,0.06197068804681071,0.01556943281690749
L2 Imp,14,0.0019799258466567664,5.443108719503333e-4,fiveUTRs,7,0.03468693506670582,0.057079872950700515,0.015692100524407213
L2 Imp,15,0.0012708853924274888,4.4352906363752663e-4,fiveUTRs,7.5,0.03468693506670582,0.03663873415115726,0.012786631703971076
L2 Imp,16,9.332305333935022e-4,3.666190483629922e-4,fiveUTRs,8,0.03468693506670582,0.026904381479621174,0.010569369927263789
L2 Imp,17,8.008627309052317e-4,3.814923728011159e-4,fiveUTRs,8.5,0.03468693506670582,0.023088310609314634,0.010998157434996055
L2 Imp,18,0.001252337300993203,4.5708334224806946e-4,fiveUTRs,9,0.03468693506670582,0.03610400568931374,0.013177392045998321
L2 Imp,19,0.001411173798245273,4.535496288615635e-4,fiveUTRs,9.5,0.03468693506670582,0.040683150457988586,0.01307551756848365
L2 Imp,20,9.918380381584713e-4,4.183432326599643e-4,fiveUTRs,10,0.03468693506670582,0.028593994720233582,0.01206054186844286
L2 Imp,21,0.0010135934214793275,4.1105453300834384e-4,fiveUTRs,10.5,0.03468693506670582,0.029221187156781202,0.011850413771578616
L2 Imp,22,6.508896882525561e-4,3.022838918021643e-4,fiveUTRs,11,0.03468693506670582,0.018764693017726757,0.008714632504164684
L2 Imp,23,6.175024999036458e-4,3.0592105796684277e-4,fiveUTRs,11.5,0.03468693506670582,0.017802163803637826,0.008819489452686768
L2 Imp,24,7.772376555906057e-4,3.564710252190499e-4,fiveUTRs,12,0.03468693506670582,0.02240721626444983,0.010276809540350767
L2 Imp,25,0.0014699795510693732,5.012765154288757e-4,fiveUTRs,12.5,0.03468693506670582,0.04237847905104565,0.014451450220807342
L2 Imp,26,0.0017684293688526463,5.568240565398423e-4,fiveUTRs,13,0.03468693506670582,0.05098257789141104,0.016052846856288227
L2 Imp,27,0.0017157042552626307,5.337148351171022e-4,fiveUTRs,13.5,0.03468693506670582,0.04946254986101225,0.015386624217179318
L2 Imp,28,0.001216546104448681,4.3104672230151936e-4,fiveUTRs,14,0.03468693506670582,0.035072170605709704,0.01242677456144745
L2 Imp,29,0.0014875277027460942,5.115856822938575e-4,fiveUTRs,14.5,0.03468693506670582,0.042884379951283,0.014748656268131974
L2 Imp,30,0.0016681670214899163,5.70327309576996e-4,fiveUTRs,15,0.03468693506670582,0.048092084765687555,0.01644213616683659
L2 Imp,31,0.0014481788565505974,4.8073986879520537e-4,fiveUTRs,15.5,0.03468693506670582,0.04174998032445446,0.013859393107828733
L2 Imp,32,0.001845792396836133,5.651357342060143e-4,fiveUTRs,16,0.03468693506670582,0.05321289970666255,0.016292466691542853
L2 Imp,33,0.0017002059555269306,5.166632453139899e-4,fiveUTRs,16.5,0.03468693506670582,0.049015744753962705,0.014895038847347112
L2 Imp,34,9.662082949463047e-4,3.400432566931361e-4,fiveUTRs,17,0.03468693506670582,0.027855107206451277,0.00980320850023806
L2 Imp,35,0.0015894306225997892,5.103457591248422e-4,fiveUTRs,17.5,0.03468693506670582,0.04582216963081875,0.01471291015315725
L2 Imp,36,0.001851133292881839,5.664265969916884e-4,fiveUTRs,18,0.03468693506670582,0.05336687399223823,0.01632968135992424
L2 Imp,37,0.0019860580598988265,5.851352341587664e-4,fiveUTRs,18.5,0.03468693506670582,0.05725666035582199,0.016869038242597778
L2 Imp,38,0.002050101292598476,5.826290575485646e-4,fiveUTRs,19,0.03468693506670582,0.05910298181883074,0.01679678692937618
L2 Imp,39,0.001566193314739535,5.314779024068387e-4,fiveUTRs,19.5,0.03468693506670582,0.04515225434958774,0.015322135016678852
L2 Imp,40,0.001119175826952632,4.0317760361136673e-4,fiveUTRs,20,0.03468693506670582,0.03226505382503139,0.011623327423885194
L2 Imp,41,0.002234431278971474,6.221748032299727e-4,fiveUTRs,20.5,0.03468693506670582,0.06441708599143971,0.01793686303022967
L2 Imp,42,0.0022997889751449007,6.496419718203075e-4,fiveUTRs,21,0.03468693506670582,0.0663013025141085,0.018728722228441134
L2 Imp,43,0.0016938749744043508,5.153980545306314e-4,fiveUTRs,21.5,0.03468693506670582,0.04883322701031067,0.01485856428477981
L2 Imp,44,0.0017926462281786125,5.690980333314529e-4,fiveUTRs,22,0.03468693506670582,0.05168073295409949,0.01640669699519519
L2 Imp,45,0.0015808297340280497,5.380905097542122e-4,fiveUTRs,22.5,0.03468693506670582,0.04557421204808049,0.01551277184678958
L2 Imp,46,0.0015779120952571924,5.156636125284134e-4,fiveUTRs,23,0.03468693506670582,0.04549009856946825,0.014866220135527974
L2 Imp,47,0.0018044127274467624,5.65767983506719e-4,fiveUTRs,23.5,0.03468693506670582,0.052019952872075004,0.01631069399526654
L2 Imp,48,0.0012067379833327395,4.3652557272041075e-4,fiveUTRs,24,0.03468693506670582,0.034789409355772814,0.012584725974806836
L2 Imp,49,0.0014857929882114713,4.6841269704728754e-4,fiveUTRs,24.5,0.03468693506670582,0.04283436934840653,0.013504009395655499
L2 Imp,50,0.0020905472522874946,6.14533268088986e-4,fiveUTRs,25,0.03468693506670582,0.06026901045789145,0.017716562933772852
L2 Imp,51,0.0018701687731820281,5.918087090703248e-4,fiveUTRs,25.5,0.03468693506670582,0.053915653533110966,0.017061429841876436
L2 Imp,52,0.0011626196946749896,4.515342959887162e-4,fiveUTRs,26,0.03468693506670582,0.03351751004922103,0.0130174169358111
L2 Imp,53,0.0018344210682662795,5.886477746130117e-4,fiveUTRs,26.5,0.03468693506670582,0.052885072282648715,0.016970302319331294
L2 Imp,54,0.0017044315219570884,5.582746412711699e-4,fiveUTRs,27,0.03468693506670582,0.04913756486928946,0.01609466619629443
L2 Imp,55,0.001620085237490491,5.423271290555825e-4,fiveUTRs,27.5,0.03468693506670582,0.04670592066940866,0.01563491060863818
L2 Imp,56,0.0015464449994227415,5.317044236505432e-4,fiveUTRs,28,0.03468693506670582,0.044582924275344625,0.01532866546519697
L2 Imp,57,0.0014759876400141088,5.235724802184065e-4,fiveUTRs,28.5,0.03468693506670582,0.042551688039766666,0.015094227241799651
L2 Imp,58,0.0013565573521458823,4.862586639067788e-4,fiveUTRs,29,0.03468693506670582,0.0391085966383917,0.014018496098651079
L2 Imp,59,0.0014704899405119979,5.086666451653693e-4,fiveUTRs,29.5,0.03468693506670582,0.04239319322056346,0.014664502475850395
L2 Imp,60,0.001796554157693119,5.457530805866614e-4,fiveUTRs,30,0.03468693506670582,0.051793395820016914,0.01573367838747164
L2 Imp,61,0.0019520450140061128,5.824388667016487e-4,fiveUTRs,30.5,0.03468693506670582,0.05627608810787608,0.016791303860706375
L2 Imp,62,0.0013112853581914604,4.739923535221151e-4,fiveUTRs,31,0.03468693506670582,0.03780343681763036,0.013664866976877287
L2 Imp,63,0.0015828043156108321,5.133835976476146e-4,fiveUTRs,31.5,0.03468693506670582,0.045631137849653475,0.014800488906279437
L2 Imp,64,0.0019022527677652955,6.007379214198305e-4,fiveUTRs,32,0.03468693506670582,0.054840612585318006,0.017318852768760405
L2 Imp,65,0.0020824978276853152,6.224779519386208e-4,fiveUTRs,32.5,0.03468693506670582,0.060036951194462736,0.017945602594796706
L2 Imp,66,0.0013894712110072045,5.085771977514293e-4,fiveUTRs,33,0.03468693506670582,0.04005748009546354,0.014661923769666987
L2 Imp,67,0.0016742560599340183,4.748063801116757e-4,fiveUTRs,33.5,0.03468693506670582,0.04826762747167736,0.013688334792295259
L2 Imp,68,0.0017776316082899414,5.306165272362733e-4,fiveUTRs,34,0.03468693506670582,0.05124787199766743,0.015297302174892486
L2 Imp,69,0.002938898349561188,6.859338019611207e-4,fiveUTRs,34.5,0.03468693506670582,0.08472637734955382,0.019774990227358336
L2 Imp,70,0.0027746597683005513,6.679910787788177e-4,fiveUTRs,35,0.03468693506670582,0.07999149428926636,0.019257714107464848
L2 Imp,71,0.0025117662365980735,6.039182231777686e-4,fiveUTRs,35.5,0.03468693506670582,0.07241245822865991,0.017410538636993565
L2 Imp,72,0.0024068008685405222,6.145306446719301e-4,fiveUTRs,36,0.03468693506670582,0.06938638031616362,0.01771648730249984
L2 Imp,73,0.0021414457595040647,5.566214633545925e-4,fiveUTRs,36.5,0.03468693506670582,0.06173637870817612,0.016047006236906313
L2 Imp,74,0.0019236802603556163,5.364605982817476e-4,fiveUTRs,37,0.03468693506670582,0.05545835216216773,0.015465782642660412
L2 Imp,75,0.0024111038796653652,6.14124099158194e-4,fiveUTRs,37.5,0.03468693506670582,0.06951043310769935,0.017704766880590143
L2 Imp,76,0.0028729102569955787,6.536457973012138e-4,fiveUTRs,38,0.03468693506670582,0.08282398694121394,0.018844149707784773
L2 Imp,77,0.0028626868311339183,6.693757492752646e-4,fiveUTRs,38.5,0.03468693506670582,0.08252925274685519,0.01929763318632794
L2 Imp,78,0.0028995247365702042,7.034744536541671e-4,fiveUTRs,39,0.03468693506670582,0.08359126371338894,0.02028067490832869
L2 Imp,79,0.0025116069512574595,6.256493271133624e-4,fiveUTRs,39.5,0.03468693506670582,0.07240786614405204,0.01803703111589962
L2 Imp,80,0.002196634930140773,6.03504089370507e-4,fiveUTRs,40,0.03468693506670582,0.0633274437743336,0.01739859944990583
L2 Imp,81,0.0020512099959874015,5.349819933100004e-4,fiveUTRs,40.5,0.03468693506670582,0.05913494495961539,0.01542315549878322
L2 Imp,82,0.0018617527325302593,5.315769706306989e-4,fiveUTRs,41,0.03468693506670582,0.053673024986207525,0.015324991084061849
L2 Imp,83,0.001737187165981129,5.238647411864089e-4,fiveUTRs,41.5,0.03468693506670582,0.05008188710361339,0.015102652920443218
L2 Imp,84,0.0016050941330903808,5.183146143352765e-4,fiveUTRs,42,0.03468693506670582,0.046273737648012236,0.0149426466575532
L2 Imp,85,0.00224218794406637,5.924676112196483e-4,fiveUTRs,42.5,0.03468693506670582,0.06464070520368717,0.01708042552852492
L2 Imp,86,0.00211177464148995,5.412034346847218e-4,fiveUTRs,43,0.03468693506670582,0.0608809811944709,0.015602515288362701
L2 Imp,87,0.0031198714281527808,6.657471140035188e-4,fiveUTRs,43.5,0.03468693506670582,0.08994370422618812,0.019193022177463433
L2 Imp,88,0.002112744397685244,5.836632408844045e-4,fiveUTRs,44,0.03468693506670582,0.060908938585155,0.016826601709317133
L2 Imp,89,0.002069840371436717,5.709424126235429e-4,fiveUTRs,44.5,0.03468693506670582,0.05967204561187792,0.01645986915608352
L2 Imp,90,0.0026674525248591226,6.413166162040757e-4,fiveUTRs,45,0.03468693506670582,0.07690078468245733,0.018488708067483373
L2 Imp,91,0.00296539830946536,6.60949653867709e-4,fiveUTRs,45.5,0.03468693506670582,0.085490352599982,0.019054714767870056
L2 Imp,92,0.0026395132317784662,6.250008464578044e-4,fiveUTRs,46,0.03468693506670582,0.07609531446645448,0.018018335873604185
L2 Imp,93,0.00262629773911567,6.041634243872762e-4,fiveUTRs,46.5,0.03468693506670582,0.07571432108559273,0.017417607615819054
L2 Imp,94,0.0027275033791147704,6.185096722675823e-4,fiveUTRs,47,0.03468693506670582,0.07863200867616461,0.017831199876210957
L2 Imp,95,0.0027666257639930763,5.916862993013587e-4,fiveUTRs,47.5,0.03468693506670582,0.07975987958211438,0.017057900854125552
L2 Imp,96,0.003160022151145542,6.553798938857444e-4,fiveUTRs,48,0.03468693506670582,0.09110122139844759,0.018894142495593663
L2 Imp,97,0.00258562931167022,5.70712097725328e-4,fiveUTRs,48.5,0.03468693506670582,0.07454187885720785,0.01645322933916767
L2 Imp,98,0.001803335500135776,4.833586268241964e-4,fiveUTRs,49,0.03468693506670582,0.05198889716453224,0.013934890064361645
L2 Imp,99,0.0018249088192198281,4.8153004232802783e-4,fiveUTRs,49.5,0.03468693506670582,0.052610840816877565,0.013882173256357362
L2 Imp,100,0.0021010547050433603,4.5425435459836783e-4,fiveUTRs,50,0.03468693506670582,0.06057193294832363,0.013095834317007239
L2 Imp,1,0,0,cds,51,0.03468693506670582,0,0
L2 Imp,2,2.007628990162618e-4,2.0076289901626177e-4,cds,52,0.03468693506670582,0.005787853514015531,0.00578785351401553
L2 Imp,3,2.007628990162618e-4,2.0076289901626177e-4,cds,53,0.03468693506670582,0.005787853514015531,0.00578785351401553
L2 Imp,4,2.007628990162618e-4,2.0076289901626177e-4,cds,54,0.03468693506670582,0.005787853514015531,0.00578785351401553
L2 Imp,5,2.007628990162618e-4,2.0076289901626177e-4,cds,55,0.03468693506670582,0.005787853514015531,0.00578785351401553
L2 Imp,6,5.019072475406545e-5,5.019072475406544e-5,cds,56,0.03468693506670582,0.0014469633785038826,0.0014469633785038824
L2 Imp,7,2.007628990162618e-4,2.0076289901626177e-4,cds,57,0.03468693506670582,0.005787853514015531,0.00578785351401553
L2 Imp,8,0,0,cds,58,0.03468693506670582,0,0
L2 Imp,9,5.019072475406545e-5,5.019072475406544e-5,cds,59,0.03468693506670582,0.0014469633785038826,0.0014469633785038824
L2 Imp,10,3.011443485243927e-4,2.2444171516087025e-4,cds,60,0.03468693506670582,0.008681780271023296,0.006470497169301654
L2 Imp,11,2.007628990162618e-4,2.007628990162618e-4,cds,61,0.03468693506670582,0.005787853514015531,0.005787853514015531
L2 Imp,12,4.895797011098314e-4,2.972113505285722e-4,cds,62,0.03468693506670582,0.01411423927102033,0.008568394698378811
L2 Imp,13,5.694378178237898e-4,2.9789555199110355e-4,cds,63,0.03468693506670582,0.016416492743700595,0.0085881197464759
L2 Imp,14,5.476856008877691e-4,3.059869164581353e-4,cds,64,0.03468693506670582,0.015789391591806104,0.00882138810678134
L2 Imp,15,5.019072475406545e-4,3.0109059194621997e-4,cds,65,0.03468693506670582,0.014469633785038828,0.0086802305065927
L2 Imp,16,6.766453263140675e-4,3.55499066721824e-4,cds,66,0.03468693506670582,0.019507209991681974,0.010248788658847204
L2 Imp,17,6.413259274130586e-4,3.3344390697912375e-4,cds,67,0.03468693506670582,0.01848897650310517,0.009612953878394958
L2 Imp,18,6.022886970487854e-4,3.4766170874825657e-4,cds,68,0.03468693506670582,0.017363560542046592,0.010022843127525527
L2 Imp,19,4.015257980325236e-4,2.3537023863077358e-4,cds,69,0.03468693506670582,0.011575707028031061,0.006785558832976662
L2 Imp,20,5.632514666845123e-4,2.923143216560645e-4,cds,70,0.03468693506670582,0.016238144580988018,0.008427216791968506
L2 Imp,21,4.796002587610698e-4,2.8670370188805904e-4,cds,71,0.03468693506670582,0.013826538950148211,0.008265466560729691
L2 Imp,22,2.565303709652234e-4,1.8561418619192116e-4,cds,72,0.03468693506670582,0.007395590601242067,0.005351126752333981
L2 Imp,23,3.011443485243927e-4,2.2444171516087025e-4,cds,73,0.03468693506670582,0.008681780271023296,0.006470497169301654
L2 Imp,24,4.015257980325236e-4,2.8389310699275457e-4,cds,74,0.03468693506670582,0.011575707028031061,0.008184439081942664
L2 Imp,25,5.353677307100315e-4,3.1382698484103144e-4,cds,75,0.03468693506670582,0.01543427603737475,0.009047411777302216
L2 Imp,26,9.034330455731781e-4,4.1372684893826425e-4,cds,76,0.03468693506670582,0.02604534081306989,0.0119274547648166
L2 Imp,27,8.030515960650472e-4,4.014048383075217e-4,cds,77,0.03468693506670582,0.023151414056062122,0.011572219844030248
