gene_id,gene_name,imp_target,syp_target,cluster_id,cluster_description,sypKO_l2fc,sypKO_padj
FBgn0030468,CG1622,TRUE,FALSE,Cluster II,Higher Imp binding,-0.135837668,0.742340004
FBgn0263391,hts,TRUE,TRUE,Cluster II,Higher Imp binding,-0.133563153,0.766597315
FBgn0011710,Sep1,TRUE,FALSE,Cluster II,Higher Imp binding,-0.133389361,0.813078322
FBgn0263219,Dscam4,TRUE,FALSE,Cluster II,Higher Imp binding,-0.125776123,0.806046656
FBgn0010488,NAT1,TRUE,TRUE,Cluster II,Higher Imp binding,-0.125024786,0.731770796
FBgn0013981,His4r,TRUE,TRUE,Cluster II,Higher Imp binding,-0.124213993,0.875297414
FBgn0022238,lolal,TRUE,TRUE,Cluster II,Higher Imp binding,-0.123214555,0.742842851
FBgn0011202,dia,TRUE,TRUE,Cluster II,Higher Imp binding,-0.122926812,0.815076088
FBgn0015778,rin,TRUE,TRUE,Cluster II,Higher Imp binding,-0.122343612,0.784809075
FBgn0037182,ArfGAP3,TRUE,TRUE,Cluster II,Higher Imp binding,-0.118477808,0.809551611
FBgn0260964,Vmat,TRUE,FALSE,Cluster II,Higher Imp binding,-0.117964024,0.85803204
FBgn0263198,Acn,TRUE,FALSE,Cluster II,Higher Imp binding,-0.11765259,0.748408909
FBgn0032479,CG16974,TRUE,FALSE,Cluster II,Higher Imp binding,-0.115115218,0.792758231
FBgn0263353,CG11000,TRUE,FALSE,Cluster II,Higher Imp binding,-0.113866731,0.851792112
FBgn0058198,CG40198,FALSE,TRUE,Cluster II,Higher Imp binding,-0.112890058,NA
FBgn0039562,Gp93,TRUE,FALSE,Cluster II,Higher Imp binding,-0.112534753,0.874505206
FBgn0051729,CG31729,TRUE,FALSE,Cluster II,Higher Imp binding,-0.112037369,0.877991622
FBgn0015221,Fer2LCH,TRUE,FALSE,Cluster II,Higher Imp binding,-0.109861905,0.881191819
FBgn0015903,apt,TRUE,TRUE,Cluster II,Higher Imp binding,-0.109315013,0.815464158
FBgn0035986,CG4022,TRUE,FALSE,Cluster II,Higher Imp binding,-0.107588836,0.802294844
FBgn0035909,ergic53,TRUE,TRUE,Cluster II,Higher Imp binding,-0.10742986,0.84335602
FBgn0032704,Jwa,TRUE,FALSE,Cluster II,Higher Imp binding,-0.10648507,0.895579705
FBgn0036726,QIL1,TRUE,FALSE,Cluster II,Higher Imp binding,-0.105628002,0.873057372
FBgn0034534,maf-S,TRUE,FALSE,Cluster II,Higher Imp binding,-0.104851864,0.890613105
FBgn0264895,RapGAP1,TRUE,TRUE,Cluster II,Higher Imp binding,-0.104044765,0.81918877
FBgn0020294,ko,TRUE,FALSE,Cluster II,Higher Imp binding,-0.103459987,0.862834982
FBgn0039944,CG17162,TRUE,FALSE,Cluster II,Higher Imp binding,-0.103185667,0.9154493
FBgn0011760,ctp,TRUE,TRUE,Cluster II,Higher Imp binding,-0.102289582,0.809551611
FBgn0011336,Stt3B,TRUE,TRUE,Cluster II,Higher Imp binding,-0.10155975,0.889691649
FBgn0027548,nito,TRUE,TRUE,Cluster II,Higher Imp binding,-0.100931958,0.860832872
FBgn0263741,CG43666,FALSE,TRUE,Cluster II,Higher Imp binding,-0.099219587,NA
FBgn0004828,His3.3B,TRUE,TRUE,Cluster II,Higher Imp binding,-0.099011498,0.821932543
FBgn0033551,CG7222,TRUE,FALSE,Cluster II,Higher Imp binding,-0.098906386,0.889129041
FBgn0040070,Trx-2,TRUE,TRUE,Cluster II,Higher Imp binding,-0.096753568,0.871952768
FBgn0036059,nudE,TRUE,FALSE,Cluster II,Higher Imp binding,-0.096645235,0.861233182
FBgn0030086,CCT2,TRUE,TRUE,Cluster II,Higher Imp binding,-0.093588286,0.880148474
FBgn0027291,Idh3a,TRUE,TRUE,Cluster II,Higher Imp binding,-0.092680657,0.854105629
FBgn0264078,Flo2,TRUE,TRUE,Cluster II,Higher Imp binding,-0.088740633,0.81918877
FBgn0029941,CG1677,TRUE,FALSE,Cluster II,Higher Imp binding,-0.087936727,0.851073668
FBgn0052672,Atg8a,TRUE,TRUE,Cluster II,Higher Imp binding,-0.087814848,0.912342579
FBgn0086673,CG13272,TRUE,FALSE,Cluster II,Higher Imp binding,-0.08767957,0.928134199
FBgn0015777,nrv2,TRUE,TRUE,Cluster II,Higher Imp binding,-0.087646704,0.901484715
FBgn0267330,KdelR,TRUE,FALSE,Cluster II,Higher Imp binding,-0.086618175,0.902022533
FBgn0036890,CG9368,TRUE,FALSE,Cluster II,Higher Imp binding,-0.086152976,0.858670132
FBgn0037643,ScsbetaA,TRUE,TRUE,Cluster II,Higher Imp binding,-0.084461714,0.896255952
FBgn0037632,CCT7,TRUE,FALSE,Cluster II,Higher Imp binding,-0.083968934,0.923917199
FBgn0030478,CG1640,FALSE,TRUE,Cluster II,Higher Imp binding,-0.082271866,0.849104596
FBgn0030791,CG9132,TRUE,TRUE,Cluster II,Higher Imp binding,-0.08113696,0.860672589
FBgn0028325,Pdha,TRUE,TRUE,Cluster II,Higher Imp binding,-0.08062259,0.860778373
FBgn0004907,14-3-3zeta,TRUE,TRUE,Cluster II,Higher Imp binding,-0.079315817,0.886384847
FBgn0026616,alpha-Man-IIb,TRUE,FALSE,Cluster II,Higher Imp binding,-0.077655732,0.879118059
FBgn0038100,Paip2,TRUE,FALSE,Cluster II,Higher Imp binding,-0.077425481,0.903577364
FBgn0011640,lark,TRUE,FALSE,Cluster II,Higher Imp binding,-0.077367236,0.876699276
FBgn0263849,CG43710,TRUE,FALSE,Cluster II,Higher Imp binding,-0.073402813,NA
FBgn0052278,CG32278,TRUE,FALSE,Cluster II,Higher Imp binding,-0.072080379,0.911067178
FBgn0052190,NUCB1,TRUE,FALSE,Cluster II,Higher Imp binding,-0.070152704,0.928134199
FBgn0035060,Eps-15,TRUE,FALSE,Cluster II,Higher Imp binding,-0.069362954,0.882659998
FBgn0260858,Ykt6,TRUE,FALSE,Cluster II,Higher Imp binding,-0.06935406,0.914111256
FBgn0002973,numb,TRUE,FALSE,Cluster II,Higher Imp binding,-0.069121703,0.883156574
FBgn0010422,TfIIS,TRUE,FALSE,Cluster II,Higher Imp binding,-0.067879531,0.9154493
FBgn0040842,CG15212,TRUE,FALSE,Cluster II,Higher Imp binding,-0.067111828,NA
FBgn0036612,CG4998,TRUE,FALSE,Cluster II,Higher Imp binding,-0.064964401,NA
FBgn0029092,ced-6,TRUE,FALSE,Cluster II,Higher Imp binding,-0.064770894,0.926190017
FBgn0033194,Vps13,TRUE,FALSE,Cluster II,Higher Imp binding,-0.064564352,0.883241123
FBgn0029687,Vap33,TRUE,TRUE,Cluster II,Higher Imp binding,-0.063266348,0.892766553
FBgn0037138,P5CDh1,TRUE,TRUE,Cluster II,Higher Imp binding,-0.062951278,0.934199956
FBgn0038787,CG4360,TRUE,TRUE,Cluster II,Higher Imp binding,-0.062858854,0.882609051
FBgn0266918,CG32486,TRUE,FALSE,Cluster II,Higher Imp binding,-0.062835738,0.883944334
FBgn0029903,pod1,TRUE,TRUE,Cluster II,Higher Imp binding,-0.062120273,0.89333862
FBgn0000352,cos,TRUE,FALSE,Cluster II,Higher Imp binding,-0.061918321,0.91398931
FBgn0030816,CG16700,TRUE,FALSE,Cluster II,Higher Imp binding,-0.06027174,0.938664246
FBgn0028734,Fmr1,TRUE,TRUE,Cluster II,Higher Imp binding,-0.059774745,0.886384847
FBgn0016930,Dyrk2,TRUE,FALSE,Cluster II,Higher Imp binding,-0.058751661,0.923269514
FBgn0034720,Liprin-gamma,TRUE,FALSE,Cluster II,Higher Imp binding,-0.058119287,0.922560581
FBgn0027108,Inx2,TRUE,TRUE,Cluster II,Higher Imp binding,-0.054338886,0.902433973
FBgn0037875,ZnT86D,TRUE,FALSE,Cluster II,Higher Imp binding,-0.054204954,0.911067178
FBgn0266720,Snap24,TRUE,FALSE,Cluster II,Higher Imp binding,-0.0540404,0.908943566
FBgn0036734,CG7564,TRUE,FALSE,Cluster II,Higher Imp binding,-0.052275321,0.89822825
FBgn0035148,CG3402,TRUE,FALSE,Cluster II,Higher Imp binding,-0.051154904,0.943111153
FBgn0011481,Ssdp,TRUE,TRUE,Cluster II,Higher Imp binding,-0.05020112,0.914635768
FBgn0262734,eIF4H1,TRUE,TRUE,Cluster II,Higher Imp binding,-0.049585062,0.92367628
FBgn0262519,Mi-2,TRUE,FALSE,Cluster II,Higher Imp binding,-0.049409036,0.903750575
FBgn0000448,Hr3,TRUE,TRUE,Cluster II,Higher Imp binding,-0.049296628,0.959649966
FBgn0053094,Synd,TRUE,FALSE,Cluster II,Higher Imp binding,-0.048421394,0.932532179
FBgn0086758,chinmo,TRUE,TRUE,Cluster II,Higher Imp binding,-0.048315914,0.958205932
FBgn0024183,vig,TRUE,TRUE,Cluster II,Higher Imp binding,-0.046925347,0.941345054
FBgn0262518,Rab8,TRUE,FALSE,Cluster II,Higher Imp binding,-0.046837107,0.938862138
FBgn0261238,Alh,FALSE,TRUE,Cluster II,Higher Imp binding,-0.046758202,0.942624575
FBgn0034204,CG10953,TRUE,TRUE,Cluster II,Higher Imp binding,-0.046343374,NA
FBgn0000562,egl,FALSE,TRUE,Cluster II,Higher Imp binding,-0.044215524,0.941476981
FBgn0004583,ex,TRUE,TRUE,Cluster II,Higher Imp binding,-0.043806697,0.938937148
FBgn0250833,CG34461,TRUE,FALSE,Cluster II,Higher Imp binding,-0.041761466,NA
FBgn0000289,cg,TRUE,FALSE,Cluster II,Higher Imp binding,-0.040278024,0.922333369
FBgn0260657,CG42540,TRUE,FALSE,Cluster II,Higher Imp binding,-0.039607625,0.940190002
FBgn0027608,CG2082,TRUE,FALSE,Cluster II,Higher Imp binding,-0.039497973,0.949297708
FBgn0263006,SERCA,TRUE,TRUE,Cluster II,Higher Imp binding,-0.037052562,0.934285004
FBgn0035023,ITP,TRUE,FALSE,Cluster II,Higher Imp binding,-0.035286537,0.938664246
FBgn0010014,CanB,TRUE,FALSE,Cluster II,Higher Imp binding,-0.034239108,0.956387993
FBgn0032895,twit,TRUE,FALSE,Cluster II,Higher Imp binding,-0.033018684,0.968785134
FBgn0029666,CG10803,TRUE,TRUE,Cluster II,Higher Imp binding,-0.032720146,0.959316895
FBgn0034051,Mlf,TRUE,FALSE,Cluster II,Higher Imp binding,-0.032409272,0.955570076
FBgn0028327,l(1)G0320,TRUE,TRUE,Cluster II,Higher Imp binding,-0.032353176,0.949297708
FBgn0035639,kri,TRUE,FALSE,Cluster II,Higher Imp binding,-0.032180809,0.948348609
FBgn0000038,nAChRbeta1,TRUE,FALSE,Cluster II,Higher Imp binding,-0.031844065,0.965879742
FBgn0051522,CG31522,TRUE,TRUE,Cluster II,Higher Imp binding,-0.028915459,0.948622026
FBgn0026084,cib,TRUE,TRUE,Cluster II,Higher Imp binding,-0.02638461,0.965508679
FBgn0001112,Gld,TRUE,TRUE,Cluster II,Higher Imp binding,-0.026355164,0.978595571
FBgn0038126,CG8483,TRUE,TRUE,Cluster II,Higher Imp binding,-0.023572197,0.981838657
FBgn0260795,NaPi-III,TRUE,TRUE,Cluster II,Higher Imp binding,-0.022979568,0.959316895
FBgn0014930,CG2846,TRUE,FALSE,Cluster II,Higher Imp binding,-0.021783445,0.976219688
FBgn0051694,CG31694,TRUE,FALSE,Cluster II,Higher Imp binding,-0.02173831,0.97028989
FBgn0022985,qkr58E-2,TRUE,FALSE,Cluster II,Higher Imp binding,-0.021298531,0.965606986
FBgn0054026,CG34026,TRUE,FALSE,Cluster II,Higher Imp binding,-0.018258939,NA
FBgn0037092,M6,TRUE,FALSE,Cluster II,Higher Imp binding,-0.017175228,0.983636393
FBgn0013987,MAPk-Ak2,TRUE,TRUE,Cluster II,Higher Imp binding,-0.016501421,0.98336742
FBgn0036556,CG5830,TRUE,TRUE,Cluster II,Higher Imp binding,-0.014936703,0.974211936
FBgn0051781,lncRNA:CR31781,TRUE,FALSE,Cluster II,Higher Imp binding,-0.014521807,0.98552773
FBgn0034476,Toll-7,TRUE,FALSE,Cluster II,Higher Imp binding,-0.01270529,0.981838657
FBgn0261722,fwe,TRUE,TRUE,Cluster II,Higher Imp binding,-0.010855188,0.986464145
FBgn0015799,Rbf,TRUE,FALSE,Cluster II,Higher Imp binding,-0.01064919,0.986464145
FBgn0014033,Sr-CI,TRUE,FALSE,Cluster II,Higher Imp binding,-0.010410656,0.992637325
FBgn0025836,RhoGAP1A,TRUE,TRUE,Cluster II,Higher Imp binding,-0.009466139,0.986620159
FBgn0037007,CG5059,TRUE,TRUE,Cluster II,Higher Imp binding,-0.008468445,0.989222807
FBgn0027657,glob1,TRUE,FALSE,Cluster II,Higher Imp binding,-0.008358001,0.991919385
FBgn0005626,ple,TRUE,FALSE,Cluster II,Higher Imp binding,-0.006608787,0.993838816
FBgn0030749,AnxB11,TRUE,TRUE,Cluster II,Higher Imp binding,-0.006466639,0.991525042
FBgn0004838,Hrb27C,TRUE,TRUE,Cluster II,Higher Imp binding,-0.006279321,0.993172945
FBgn0034860,CG9812,TRUE,FALSE,Cluster II,Higher Imp binding,-0.005296018,0.99461566
FBgn0004606,zfh1,TRUE,FALSE,Cluster II,Higher Imp binding,-0.005270334,0.993838816
FBgn0031194,CG17598,TRUE,FALSE,Cluster II,Higher Imp binding,-0.003888596,0.993838816
FBgn0030157,CG1468,TRUE,FALSE,Cluster II,Higher Imp binding,-0.003735496,NA
FBgn0028664,VhaM9.7-c,TRUE,FALSE,Cluster II,Higher Imp binding,-0.002929067,0.995713473
FBgn0000578,ena,TRUE,TRUE,Cluster II,Higher Imp binding,-6.91909e-4,0.997960355
FBgn0021795,Tapdelta,FALSE,TRUE,Cluster II,Higher Imp binding,-6.12168e-4,0.998819007
FBgn0027556,CG4928,TRUE,TRUE,Cluster II,Higher Imp binding,6.63254e-4,0.998972461
FBgn0025394,inc,TRUE,TRUE,Cluster II,Higher Imp binding,0.003799817,0.993172945
FBgn0286813,SRPK,TRUE,TRUE,Cluster II,Higher Imp binding,0.003852451,0.993172945
FBgn0043070,MESK2,TRUE,FALSE,Cluster II,Higher Imp binding,0.003900806,0.993838816
FBgn0037890,CG17734,FALSE,TRUE,Cluster II,Higher Imp binding,0.004626937,0.993838816
FBgn0015949,hrg,TRUE,FALSE,Cluster II,Higher Imp binding,0.006135941,0.99078544
FBgn0036607,CG13059,TRUE,FALSE,Cluster II,Higher Imp binding,0.00616488,NA
FBgn0000117,arm,TRUE,TRUE,Cluster II,Higher Imp binding,0.007120487,0.991525042
FBgn0034295,CG10911,TRUE,FALSE,Cluster II,Higher Imp binding,0.00890331,NA
FBgn0033730,Cpr49Ag,TRUE,FALSE,Cluster II,Higher Imp binding,0.009363216,NA
FBgn0035397,CG11486,TRUE,TRUE,Cluster II,Higher Imp binding,0.009708589,0.988087998
FBgn0262114,RanBPM,TRUE,FALSE,Cluster II,Higher Imp binding,0.009923635,0.982428586
FBgn0011288,Snap25,TRUE,FALSE,Cluster II,Higher Imp binding,0.012750149,0.981838657
FBgn0030354,Upf1,TRUE,FALSE,Cluster II,Higher Imp binding,0.012922539,0.978595571
FBgn0029716,CG3546,TRUE,FALSE,Cluster II,Higher Imp binding,0.014227472,NA
FBgn0038197,foxo,TRUE,FALSE,Cluster II,Higher Imp binding,0.014882,0.977808652
FBgn0035845,CG13675,TRUE,FALSE,Cluster II,Higher Imp binding,0.015339065,NA
FBgn0031030,Tao,TRUE,TRUE,Cluster II,Higher Imp binding,0.017006788,0.973724429
FBgn0266410,CG45050,TRUE,TRUE,Cluster II,Higher Imp binding,0.017352215,0.978570961
FBgn0053963,lncRNA:CR33963,TRUE,FALSE,Cluster II,Higher Imp binding,0.017709631,0.986352025
FBgn0004436,Ubc6,TRUE,TRUE,Cluster II,Higher Imp binding,0.017747205,0.973805382
FBgn0035020,CG13585,TRUE,TRUE,Cluster II,Higher Imp binding,0.017836453,0.977349011
FBgn0010352,Nc73EF,TRUE,TRUE,Cluster II,Higher Imp binding,0.018907362,0.968467846
FBgn0259244,CG42342,TRUE,FALSE,Cluster II,Higher Imp binding,0.022919976,0.971277891
FBgn0027948,msps,TRUE,FALSE,Cluster II,Higher Imp binding,0.024454896,0.970426205
FBgn0265297,pAbp,TRUE,TRUE,Cluster II,Higher Imp binding,0.025696012,0.971143483
FBgn0000579,Eno,TRUE,TRUE,Cluster II,Higher Imp binding,0.028743768,0.97028989
FBgn0029887,CG3198,TRUE,TRUE,Cluster II,Higher Imp binding,0.028899659,0.96072315
FBgn0261341,verm,FALSE,TRUE,Cluster II,Higher Imp binding,0.030455917,0.976389321
FBgn0035552,CG11350,FALSE,TRUE,Cluster II,Higher Imp binding,0.030456331,NA
FBgn0039257,tnc,TRUE,FALSE,Cluster II,Higher Imp binding,0.030698835,0.956590848
FBgn0003345,sd,TRUE,TRUE,Cluster II,Higher Imp binding,0.033646642,0.956387993
FBgn0020767,Spred,TRUE,TRUE,Cluster II,Higher Imp binding,0.034067434,0.93664292
FBgn0037336,CG2519,TRUE,TRUE,Cluster II,Higher Imp binding,0.034108027,0.94192322
FBgn0264001,bru3,TRUE,FALSE,Cluster II,Higher Imp binding,0.034248519,0.967456252
FBgn0062413,Ctr1A,TRUE,FALSE,Cluster II,Higher Imp binding,0.035190052,0.947253266
FBgn0020238,14-3-3epsilon,TRUE,TRUE,Cluster II,Higher Imp binding,0.035195499,0.940190002
FBgn0013334,Sap47,TRUE,FALSE,Cluster II,Higher Imp binding,0.035243332,0.948206814
FBgn0028400,Syt4,TRUE,FALSE,Cluster II,Higher Imp binding,0.036406302,0.943488152
FBgn0039830,ATPsynC,TRUE,TRUE,Cluster II,Higher Imp binding,0.036929939,0.942827389
FBgn0010379,Akt1,TRUE,TRUE,Cluster II,Higher Imp binding,0.036959448,0.938912662
FBgn0031090,Rab35,TRUE,FALSE,Cluster II,Higher Imp binding,0.037852008,0.947253266
FBgn0028953,CG14478,TRUE,FALSE,Cluster II,Higher Imp binding,0.038478491,0.946692893
FBgn0035989,Tat,TRUE,FALSE,Cluster II,Higher Imp binding,0.039339312,0.956387993
FBgn0011910,tRNA:Leu-CAA-1-1,FALSE,TRUE,Cluster II,Higher Imp binding,0.03950239,NA
FBgn0035545,CG12607,TRUE,TRUE,Cluster II,Higher Imp binding,0.03950239,NA
FBgn0000042,Act5C,TRUE,TRUE,Cluster II,Higher Imp binding,0.039724594,0.947673139
FBgn0034223,Tes,TRUE,TRUE,Cluster II,Higher Imp binding,0.040182478,0.939273159
FBgn0031047,Rcd-1,TRUE,FALSE,Cluster II,Higher Imp binding,0.040646659,0.928381761
FBgn0002789,Mp20,TRUE,FALSE,Cluster II,Higher Imp binding,0.040946526,0.967500179
FBgn0267385,PyK,TRUE,TRUE,Cluster II,Higher Imp binding,0.042617381,0.933692422
FBgn0035607,CG4835,TRUE,FALSE,Cluster II,Higher Imp binding,0.042736977,NA
FBgn0086372,lap,TRUE,TRUE,Cluster II,Higher Imp binding,0.043593146,0.926473283
FBgn0042134,Capr,TRUE,TRUE,Cluster II,Higher Imp binding,0.046955627,0.927179077
FBgn0004242,Syt1,TRUE,TRUE,Cluster II,Higher Imp binding,0.047820395,0.928381761
FBgn0261954,east,TRUE,TRUE,Cluster II,Higher Imp binding,0.048456438,0.945371498
FBgn0003423,slgA,TRUE,TRUE,Cluster II,Higher Imp binding,0.04883127,0.914111256
FBgn0015838,Vang,TRUE,FALSE,Cluster II,Higher Imp binding,0.050836697,0.903750575
FBgn0265935,coro,TRUE,TRUE,Cluster II,Higher Imp binding,0.052503682,0.908608174
FBgn0030459,CG12723,TRUE,FALSE,Cluster II,Higher Imp binding,0.053799993,0.947673139
FBgn0051158,Efa6,TRUE,FALSE,Cluster II,Higher Imp binding,0.055083087,0.929474739
FBgn0000253,Cam,TRUE,TRUE,Cluster II,Higher Imp binding,0.055381242,0.916099417
FBgn0003371,sgg,TRUE,TRUE,Cluster II,Higher Imp binding,0.055700726,0.905025169
FBgn0039671,CG11470,TRUE,FALSE,Cluster II,Higher Imp binding,0.056219453,NA
FBgn0001122,Galphao,TRUE,TRUE,Cluster II,Higher Imp binding,0.056331981,0.903283485
FBgn0052603,CG32603,TRUE,FALSE,Cluster II,Higher Imp binding,0.057586373,NA
FBgn0040601,CG13643,TRUE,FALSE,Cluster II,Higher Imp binding,0.057976566,0.948833894
FBgn0262473,Tl,TRUE,FALSE,Cluster II,Higher Imp binding,0.058881068,0.9154493
FBgn0011837,Tis11,TRUE,TRUE,Cluster II,Higher Imp binding,0.059107137,0.924870796
FBgn0266572,ebo,TRUE,TRUE,Cluster II,Higher Imp binding,0.060463235,0.889366651
FBgn0026262,bip2,TRUE,TRUE,Cluster II,Higher Imp binding,0.061796831000000003,0.903750575
FBgn0034674,CG9304,TRUE,FALSE,Cluster II,Higher Imp binding,0.061981828,0.919499184
FBgn0003206,Ras64B,TRUE,FALSE,Cluster II,Higher Imp binding,0.062738335,0.906828099
FBgn0039844,CG1607,TRUE,TRUE,Cluster II,Higher Imp binding,0.063133598,0.9154493
FBgn0045823,vsg,TRUE,TRUE,Cluster II,Higher Imp binding,0.064686549,0.89822825
FBgn0261787,brun,TRUE,FALSE,Cluster II,Higher Imp binding,0.065842289,0.903750575
FBgn0030328,Amun,TRUE,TRUE,Cluster II,Higher Imp binding,0.067848196,0.888826932
FBgn0250820,meigo,TRUE,FALSE,Cluster II,Higher Imp binding,0.067975391,0.905066562
FBgn0266599,Hsc70-4,TRUE,TRUE,Cluster II,Higher Imp binding,0.068399898,0.904880388
FBgn0037218,aux,TRUE,FALSE,Cluster II,Higher Imp binding,0.069281455,0.895500274
FBgn0038511,cysu,FALSE,TRUE,Cluster II,Higher Imp binding,0.070264037,0.942827389
FBgn0034025,Pgant1,FALSE,TRUE,Cluster II,Higher Imp binding,0.07223749,0.887054611
FBgn0004780,Ccp84Ad,TRUE,FALSE,Cluster II,Higher Imp binding,0.074298665,NA
FBgn0020637,Lcp65Ag2,TRUE,FALSE,Cluster II,Higher Imp binding,0.074860358,NA
FBgn0263740,eIF2gamma,TRUE,FALSE,Cluster II,Higher Imp binding,0.075059518,0.893191993
FBgn0000179,bi,TRUE,TRUE,Cluster II,Higher Imp binding,0.075068523,0.922560581
FBgn0041188,Atx2,TRUE,TRUE,Cluster II,Higher Imp binding,0.075174863,0.902022533
FBgn0038837,KaiR1D,TRUE,FALSE,Cluster II,Higher Imp binding,0.075227769,0.903070944
FBgn0032021,CG7781,TRUE,TRUE,Cluster II,Higher Imp binding,0.076252635,0.883988285
FBgn0023083,fray,TRUE,TRUE,Cluster II,Higher Imp binding,0.079644674,0.869991199
FBgn0259243,Pka-R1,TRUE,FALSE,Cluster II,Higher Imp binding,0.080795405,0.866013231
FBgn0052133,Ptip,TRUE,TRUE,Cluster II,Higher Imp binding,0.080889894,0.898129938
FBgn0266848,wap,TRUE,FALSE,Cluster II,Higher Imp binding,0.080924108,0.839723788
FBgn0004432,Cyp1,TRUE,TRUE,Cluster II,Higher Imp binding,0.081149356,0.870898276
FBgn0086674,Tpst,TRUE,FALSE,Cluster II,Higher Imp binding,0.08267064,0.914635768
FBgn0011224,heph,TRUE,TRUE,Cluster II,Higher Imp binding,0.084176351,0.892491943
FBgn0035553,CG13722,TRUE,FALSE,Cluster II,Higher Imp binding,0.084297441,NA
FBgn0030499,CG11178,TRUE,FALSE,Cluster II,Higher Imp binding,0.084591997,0.883944334
FBgn0039465,Tsp97E,TRUE,FALSE,Cluster II,Higher Imp binding,0.08462627,0.902385386
FBgn0040208,Kat60,TRUE,FALSE,Cluster II,Higher Imp binding,0.086633323,0.84335602
FBgn0010313,corto,TRUE,TRUE,Cluster II,Higher Imp binding,0.088685415,0.890182956
FBgn0036333,MICAL-like,TRUE,FALSE,Cluster II,Higher Imp binding,0.089341282,0.866013231
FBgn0036589,CG13067,TRUE,FALSE,Cluster II,Higher Imp binding,0.089524369,0.914111256
FBgn0015614,CanB2,TRUE,FALSE,Cluster II,Higher Imp binding,0.090597072,0.876839565
FBgn0260442,rhea,TRUE,TRUE,Cluster II,Higher Imp binding,0.090781378,0.882568728
FBgn0030617,CG9095,TRUE,TRUE,Cluster II,Higher Imp binding,0.091201466,0.914635768
FBgn0001942,eIF4A,TRUE,TRUE,Cluster II,Higher Imp binding,0.092174862,0.818200325
FBgn0036534,DCP2,TRUE,TRUE,Cluster II,Higher Imp binding,0.093329051,0.834891959
FBgn0042083,Mccc2,TRUE,FALSE,Cluster II,Higher Imp binding,0.095169945,0.892491943
FBgn0033968,hui,TRUE,FALSE,Cluster II,Higher Imp binding,0.096279296,0.914635768
FBgn0030869,Socs16D,TRUE,FALSE,Cluster II,Higher Imp binding,0.096727253,0.875773837
FBgn0261279,lqfR,TRUE,TRUE,Cluster II,Higher Imp binding,0.097626043,0.821614797
FBgn0012051,CalpA,TRUE,FALSE,Cluster II,Higher Imp binding,0.098798839,0.832335696
FBgn0030243,CG2186,TRUE,FALSE,Cluster II,Higher Imp binding,0.098947692,0.880443422
FBgn0028938,Vajk1,TRUE,FALSE,Cluster II,Higher Imp binding,0.09908922,NA
FBgn0259994,OtopLa,TRUE,TRUE,Cluster II,Higher Imp binding,0.099451606,0.806046656
FBgn0263232,Nxf3,TRUE,FALSE,Cluster II,Higher Imp binding,0.10005501,0.882659998
FBgn0259923,Sep4,TRUE,FALSE,Cluster II,Higher Imp binding,0.100064424,0.84827505
FBgn0038463,CG3534,TRUE,FALSE,Cluster II,Higher Imp binding,0.100706194,0.86409821
FBgn0052574,Twdlalpha,TRUE,FALSE,Cluster II,Higher Imp binding,0.101038061,NA
FBgn0052773,lncRNA:CR32773,TRUE,TRUE,Cluster II,Higher Imp binding,0.102413054,0.907083859
FBgn0042693,wrd,TRUE,FALSE,Cluster II,Higher Imp binding,0.102932953,0.784809075
FBgn0033934,CG17385,TRUE,FALSE,Cluster II,Higher Imp binding,0.103397326,0.822635219
FBgn0001404,egh,TRUE,FALSE,Cluster II,Higher Imp binding,0.103599932,0.81918877
FBgn0005586,Rab3,TRUE,FALSE,Cluster II,Higher Imp binding,0.103662582,0.810503135
FBgn0038291,CG3984,TRUE,FALSE,Cluster II,Higher Imp binding,0.104167143,NA
FBgn0003416,sl,TRUE,FALSE,Cluster II,Higher Imp binding,0.104319211,0.860778373
FBgn0039737,CG7920,TRUE,TRUE,Cluster II,Higher Imp binding,0.105398451,0.881191819
FBgn0015558,tty,TRUE,FALSE,Cluster II,Higher Imp binding,0.105722441,0.883944334
FBgn0051005,qless,FALSE,TRUE,Cluster II,Higher Imp binding,0.106211879,0.85803204
FBgn0053113,Rtnl1,TRUE,TRUE,Cluster II,Higher Imp binding,0.10906817,0.815068528
FBgn0035793,CG7546,TRUE,FALSE,Cluster II,Higher Imp binding,0.109423853,0.821614797
FBgn0039590,CG10011,TRUE,FALSE,Cluster II,Higher Imp binding,0.110966682,0.821932543
FBgn0030268,Klp10A,TRUE,TRUE,Cluster II,Higher Imp binding,0.111903328,0.762947094
FBgn0036668,Zcchc7,TRUE,FALSE,Cluster II,Higher Imp binding,0.112774334,0.77817374
FBgn0038679,CG6040,TRUE,FALSE,Cluster II,Higher Imp binding,0.114713148,0.843513753
FBgn0037150,CG7133,TRUE,TRUE,Cluster II,Higher Imp binding,0.11505942,0.845965838
FBgn0031770,CG13995,TRUE,FALSE,Cluster II,Higher Imp binding,0.115146379,0.882609051
FBgn0062978,CG31808,TRUE,TRUE,Cluster II,Higher Imp binding,0.115401705,0.902433973
FBgn0085436,Not1,TRUE,TRUE,Cluster II,Higher Imp binding,0.117707422,0.847088838
FBgn0086687,Desat1,TRUE,TRUE,Cluster II,Higher Imp binding,0.118415463,0.853872671
FBgn0033872,CG6329,TRUE,TRUE,Cluster II,Higher Imp binding,0.120396519,0.805391859
