gene_id,gene_name,baseMean,log2FoldChange,lfcSE,stat,padj,syp_target,imp_target,RBP_target,cluster_id,cluster_description,cluster_code,gene_biotype,label,label_colour_id,exp
FBgn0035911,CG6638,97.92112543,-0.143807018,0.234736609,-0.612593479,0.837950425,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0261064,Rbsn-5,257.2511498,-0.143721439,0.189781534,-0.757221122,0.789324486,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0031662,CG3792,133.0906984,-0.143701003,0.304443448,-0.471800217,0.877991622,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0038862,Usp8,741.7377664,-0.143679942,0.142437578,-1.008707082,0.694038941,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0035325,CG13806,2.415693717,-0.14367152,0.212914632,-0.690140128,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0035036,CG4707,346.1325135,-0.143630424,0.235478288,-0.609837932,0.839211218,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0026076,UBL3,903.2561776,-0.143611303,0.157212149,-0.913498932,0.724348352,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0266570,NO66,374.1383931,-0.143545458,0.261602976,-0.548622349,0.857368738,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0052708,CG32708,91.99192803,-0.143375151,0.276276254,-0.518582932,0.864400947,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0031959,spz3,33.48407745,-0.143372831,0.313479117,-0.458104204,0.88132947,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0037765,CG9458,2.028905277,-0.143334037,0.204621267,-0.73375831,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0002924,ncd,725.7015363,-0.143234606,0.21779237,-0.657619062,0.821949562,TRUE,FALSE,Syp target only,N/A,N/A,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0267186,CR45626,2.091972416,-0.143175001,0.23876185,-0.606513217,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0037630,Ir85a,0.888373578,-0.143155155,0.18199724,-0.837048171,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0085420,DIP-delta,502.288568,-0.142920761,0.183209715,-0.780092031,0.778430791,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0050268,CG30268,1.27335596,-0.142831323,0.204478823,-0.71430046,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0035401,Alg2,99.38491645,-0.142827501,0.236876344,-0.602756535,0.840321462,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0266028,CR44793,4.276562865,-0.142785641,0.307011924,-0.466288487,0.879374181,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0033459,CG12744,28.82285505,-0.142655616,0.297637426,-0.479386403,0.876839565,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0025809,Paf-AHalpha,777.793382,-0.14261472,0.209185381,-0.681720344,0.818200325,FALSE,TRUE,Imp target only,Cluster VI,Other,Other,protein_coding,NA,3,Syp KO L3 brain RNA-seq
FBgn0035102,CG7049,229.7843242,-0.142606918,0.247647647,-0.575702102,0.849104596,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0050062,CG30062,31.39195994,-0.14250323,0.312947644,-0.455861623,0.88254053,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0023215,Mnt,3131.682762,-0.142483724,0.20398669,-0.698504359,0.810825607,TRUE,TRUE,Co-target,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,NA,3,Syp KO L3 brain RNA-seq
FBgn0039273,shams,221.9578891,-0.142480819,0.245736294,-0.579696575,0.848103712,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0033185,CG1603,238.1717583,-0.142475785,0.221449989,-0.643246204,0.827013656,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0031566,CG2818,709.5223101,-0.142397434,0.147903944,-0.962742905,0.710217829,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0265951,CR44738,3.07700227,-0.142355663,0.282867578,-0.501555934,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0086346,ALiX,1248.912717,-0.142337312,0.218161951,-0.652410116,0.823990634,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0035941,CG13313,22.20170543,-0.142190916,0.316800154,-0.44912485,0.882996917,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0032295,CG12299,1804.332492,-0.142077041,0.183660031,-0.773593575,0.781338077,TRUE,TRUE,Co-target,Cluster III,"Higher Syp
binding",High_Syp,protein_coding,NA,3,Syp KO L3 brain RNA-seq
FBgn0263606,Hsc20,41.59867861,-0.14203026,0.281005934,-0.505079955,0.868817178,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0266324,CR44989,10.9315206,-0.142026706,0.328877126,-0.433091755,0.886489243,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0030137,CG15317,54.2771329,-0.141999662,0.301064562,-0.471204654,0.877991622,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0085263,CG34234,56.48812262,-0.141928062,0.322775582,-0.440234829,0.883988285,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0021761,Nup154,1380.724337,-0.14188144,0.161603679,-0.877946809,0.740814253,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0034535,CG11110,57.49880326,-0.141850293,0.277732524,-0.510972107,0.866674501,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0024728,Slip1,1328.381107,-0.141835384,0.149859776,-0.946441575,0.715496975,FALSE,TRUE,Imp target only,N/A,N/A,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0011829,Ret,121.4026954,-0.141815802,0.206287652,-0.687394493,0.815770167,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0030542,CG12481,2.702362036,-0.141716713,0.278802131,-0.508596637,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0286818,Pdi,4749.141464,-0.141696678,0.221281705,-0.640340624,0.827363339,TRUE,TRUE,Co-target,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,NA,3,Syp KO L3 brain RNA-seq
FBgn0000308,chic,19426.13352,-0.141666173,0.135705401,-1.043925568,0.68010849,TRUE,TRUE,Co-target,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,NA,3,Syp KO L3 brain RNA-seq
FBgn0050234,tRNA:Leu-AAG-1-2,1.057792916,-0.141664817,0.172430919,-0.903280926,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0028515,EndoGI,346.838307,-0.141637475,0.259917675,-0.544828015,0.85803204,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0040237,bor,405.3390843,-0.141376303,0.177496907,-0.796437906,0.772340678,TRUE,FALSE,Syp target only,N/A,N/A,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0037637,IscU,263.9879293,-0.141371976,0.234804415,-0.60198807,0.840516007,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0035621,CG10591,3.384861147,-0.141332573,0.263364318,-0.543117133,0.85803204,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0264863,CR44054,58.36438483,-0.141312014,0.299073521,-0.472916775,0.877991622,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0029868,ND-B16.6,213.4271191,-0.141272791,0.245915438,-0.574545705,0.849164428,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0010292,bys,254.9862634,-0.141214367,0.243061353,-0.580844508,0.848103712,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0031097,obst-A,54.45473705,-0.141210438,0.320648824,-0.439875779,0.884029892,TRUE,TRUE,Co-target,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,NA,3,Syp KO L3 brain RNA-seq
FBgn0046302,CG10650,6.15044449,-0.141122358,0.283949258,-0.495286821,0.872808887,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0037446,Zif,627.4430473,-0.141101281,0.175672799,-0.803156578,0.770491179,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0267711,CR46044,1.082599132,-0.141008863,0.170333381,-0.913236691,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0015621,Clp,126.3478569,-0.140901451,0.228246954,-0.617193471,0.83611316,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0264483,CR43891,0.789035388,-0.14088466,0.14018577,-1.022275646,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0039229,Saf-B,6339.360537,-0.14084481,0.207433878,-0.678991712,0.818808462,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0037472,CG10098,1029.587235,-0.140761067,0.279783156,-0.503079619,0.869991199,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0030259,CG1545,53.70314534,-0.140552984,0.312945636,-0.448702434,0.882996917,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0025185,az2,226.4054761,-0.140531529,0.216182483,-0.649940788,0.82468542,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0083053,Psi18S-1347b,6.376665269,-0.140399506,0.311569406,-0.453526475,0.882659998,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0037563,CG11672,1.03552803,-0.140347218,0.168596922,-0.889083671,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0267794,CR43174,1.03552803,-0.140347218,0.168596922,-0.889083671,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0000520,dwg,342.7975654,-0.140310273,0.175149585,-0.801036302,0.7707036,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0030874,Spt7,151.2007385,-0.140222343,0.251627726,-0.557141795,0.855160956,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0087040,alphaTub67C,29.77687752,-0.140178496,0.317866863,-0.441658773,0.883944334,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0040466,Dlip2,121.7847585,-0.140111888,0.30564057,-0.458118945,0.88132947,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0030873,CG15814,909.5224141,-0.140103257,0.167268242,-0.837611988,0.755643445,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0037702,CG8176,2780.421362,-0.140053018,0.150594003,-0.930004124,0.722837674,FALSE,TRUE,Imp target only,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,NA,3,Syp KO L3 brain RNA-seq
FBgn0000318,cl,247.1565472,-0.140038679,0.241975985,-0.57870354,0.84827505,TRUE,FALSE,Syp target only,N/A,N/A,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0025519,fidipidine,469.427034,-0.139997521,0.170486627,-0.8211117,0.76345889199999994,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0037120,CG11247,1351.943332,-0.13999515,0.145720589,-0.960699211,0.710724745,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0053260,CG33260,90.67135997,-0.139987425,0.259311772,-0.539575213,0.858411916,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0037620,ranshi,33.89885505,-0.139865758,0.294751898,-0.473953219,0.877991622,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0039773,CG2224,190.569343,-0.139830702,0.193887893,-0.721129312,0.804028152,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0027111,miple1,4540.848429,-0.139816358,0.245383303,-0.569782677,0.851133209,TRUE,TRUE,Co-target,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,NA,3,Syp KO L3 brain RNA-seq
FBgn0038676,CG6026,11.62728427,-0.139766584,0.328475977,-0.425796066,0.889855796,FALSE,TRUE,Imp target only,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,NA,3,Syp KO L3 brain RNA-seq
FBgn0025885,Inos,720.5995687,-0.139704694,0.277700995,-0.503036995,0.869991199,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0036142,CG7616,79.96562525,-0.139693739,0.23962607,-0.582902222,0.847333566,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0016122,Acer,134.8594372,-0.13969271,0.260608586,-0.535768399,0.859740245,TRUE,FALSE,Syp target only,Cluster V,"Peak L2 Syp
binding",Peak_L2Syp,protein_coding,NA,3,Syp KO L3 brain RNA-seq
FBgn0029942,CG2059,163.8638551,-0.139673637,0.191257379,-0.730221007,0.800936413,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0032514,CG9302,450.8207856,-0.139617686,0.269951692,-0.517120841,0.865184324,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0030364,Lsm12a,1329.255071,-0.139559363,0.150071169,-0.929942823,0.722837674,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0020642,Lcp65Ac,7.863013033,-0.139377374,0.299267257,-0.470061908,0.877991622,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0266312,CR44977,1.925979777,-0.139352012,0.25034306,-0.55517663,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0029084,gom,28.65213615,-0.139230634,0.324595684,-0.429707291,0.887818454,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0038320,Sra-1,2653.759088,-0.139134694,0.252212546,-0.551645511,0.856976778,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0037676,CG8861,269.6671607,-0.139090192,0.197842659,-0.702961807,0.809520022,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0037677,CG12951,1.376085792,-0.13908302,0.202083676,-0.715781144,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0265806,CR44595,5.09833879,-0.139060906,0.304924154,-0.455008805,0.882609051,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0040340,TRAM,1062.332806,-0.139032598,0.158799856,-0.875522823,0.740829808,TRUE,FALSE,Syp target only,Cluster V,"Peak L2 Syp
binding",Peak_L2Syp,protein_coding,NA,3,Syp KO L3 brain RNA-seq
FBgn0031677,CG14036,4.518878767,-0.138992691,0.281884221,-0.492814193,0.873316135,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0266744,CR45217,1.324759418,-0.138962984,0.1993467,-0.716076073,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0000928,fs(1)Yb,6.620848642,-0.138922901,0.322148508,-0.431417578,0.887258122,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0037644,CG11964,639.471877,-0.138817224,0.221815036,-0.625781368,0.832813019,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0263482,lola-c,5.769027415,-0.138713051,0.284131124,-0.492511623,0.873316135,TRUE,FALSE,Syp target only,Cluster V,"Peak L2 Syp
binding",Peak_L2Syp,snoRNA,NA,3,Syp KO L3 brain RNA-seq
FBgn0034788,CG13532,1009.464434,-0.138689263,0.166880025,-0.831047404,0.758415672,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0265730,CR44537,1.377897107,-0.138672306,0.202083766,-0.713971177,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0031270,CG13689,104.9477471,-0.13855972,0.213630866,-0.648524363,0.825087736,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0031682,CG5828,203.5716665,-0.138496933,0.244050138,-0.567614706,0.851792112,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0041775,tral,7064.62231,-0.138421977,0.135250305,-1.023449018,0.687566483,TRUE,FALSE,Syp target only,Cluster III,"Higher Syp
binding",High_Syp,protein_coding,NA,3,Syp KO L3 brain RNA-seq
FBgn0260859,Bet3,241.2737406,-0.138374561,0.191289857,-0.723377552,0.803675039,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0015391,glu,1990.888382,-0.138263958,0.167823514,-0.823849636,0.762382599,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0051546,CG31546,4.789348526,-0.137913756,0.296971792,-0.467670538,0.879118059,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0036450,Tdrd3,1036.059264,-0.13789303,0.158074526,-0.872314775,0.742282261,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0004587,B52,9273.62612,-0.137832845,0.149392861,-0.922621615,0.723950038,TRUE,TRUE,Co-target,Cluster VI,Other,Other,protein_coding,NA,3,Syp KO L3 brain RNA-seq
FBgn0032728,Tango6,138.1277867,-0.137779791,0.275490944,-0.499922179,0.870797441,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0038435,Gyc89Da,119.1607627,-0.137745871,0.292536068,-0.470552344,0.877991622,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0030817,CG4991,8.382429538,-0.137727711,0.310216397,-0.446040529,0.883156574,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0028978,trbl,393.4177909,-0.13768074,0.235006054,-0.58593414,0.846413439,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0031296,CG4415,2.224338775,-0.137646783,0.219161914,-0.642907479,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0031484,CG3165,164.0652278,-0.137608677,0.238916507,-0.575828092,0.849104596,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0263479,scaRNA:PsiU2-35.45,4.92760754,-0.137368781,0.287375035,-0.481555285,0.876474211,TRUE,FALSE,Syp target only,Cluster III,"Higher Syp
binding",High_Syp,snoRNA,NA,3,Syp KO L3 brain RNA-seq
FBgn0032475,Sfmbt,2290.636987,-0.137316652,0.148441903,-0.925049166,0.723778746,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0032857,CG10947,246.0463657,-0.137203751,0.212088141,-0.64681412,0.825767994,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0013756,Mtor,6827.271878,-0.137192964,0.163283733,-0.840208988,0.754723249,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0267668,CR46006,8040.151118,-0.137191992,0.306567761,-0.447540188,0.882996917,TRUE,FALSE,Syp target only,Cluster III,"Higher Syp
binding",High_Syp,ncRNA,NA,3,Syp KO L3 brain RNA-seq
FBgn0027617,CG5808,365.0070312,-0.137157337,0.205007154,-0.66897194,0.81918877,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0031909,CG5181,126.1601741,-0.137155127,0.229548824,-0.597433837,0.84247452,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0030740,CG9917,371.397467,-0.137147167,0.267269144,-0.513051261,0.866013231,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0283494,Adk2,738.046452,-0.137119641,0.183700773,-0.746434017,0.794330551,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0263651,CR43642,1.524994764,-0.136960038,0.185072943,-0.782695431,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0052755,CG32755,62.624167,-0.136866145,0.310846824,-0.44064389,0.883988285,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0260648,Rrp40,101.2307694,-0.136763663,0.230012659,-0.594390535,0.843808519,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0051286,CG31286,1.530850915,-0.136717387,0.188762149,-0.763267413,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0027500,spd-2,698.9433306,-0.136706479,0.173357648,-0.788589384,0.775483198,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0002525,Lam,5287.357433,-0.13667476,0.213930189,-0.638871633,0.827694478,TRUE,TRUE,Co-target,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,NA,3,Syp KO L3 brain RNA-seq
FBgn0037468,CG1943,1099.132642,-0.136654655,0.214941403,-0.635754169,0.829447021,TRUE,TRUE,Co-target,Cluster VI,Other,Other,protein_coding,NA,3,Syp KO L3 brain RNA-seq
FBgn0032804,CG13081,1.607285793,-0.136548937,0.228261436,-0.605269053,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0035426,CG12078,1.073028763,-0.136531151,0.170366837,-0.886349338,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0250906,Pgk,1511.396813,-0.136404698,0.219238312,-0.622161736,0.834094136,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0023519,mRpL16,292.2142863,-0.136205131,0.226602402,-0.601002622,0.841287242,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0284238,CR46322,2.193465972,-0.136168478,0.220012937,-0.632110273,NA,TRUE,FALSE,Syp target only,N/A,N/A,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0263095,CR43363,3.202979729,-0.136148651,0.273995783,-0.496891137,0.871952768,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0038552,Alg1,269.0371122,-0.136135817,0.189270124,-0.719173146,0.804421074,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0031837,DIP-iota,27.10827001,-0.136104477,0.310701075,-0.437418116,0.885197159,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0030293,CG1737,2213.974267,-0.136104263,0.148271473,-0.917930982,0.723950038,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0030660,CG8097,209.9258181,-0.136033882,0.219352832,-0.620024836,0.834972716,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0030539,CG1368,2.250030359,-0.135940864,0.219015237,-0.63647006800000006,NA,TRUE,TRUE,Co-target,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,NA,3,Syp KO L3 brain RNA-seq
FBgn0040534,Sf3b5,74.39898858,-0.135878732,0.276327778,-0.491467149,0.873903058,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0030468,CG1622,1095.156511,-0.135837668,0.155957572,-0.870999541,0.742340004,FALSE,TRUE,Imp target only,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,NA,3,Syp KO L3 brain RNA-seq
FBgn0032705,Grip71,358.195532,-0.135759337,0.172720119,-0.785958263,0.776033534,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0053300,Muc30E,4.334846715,-0.135684383,0.264578266,-0.521050231,0.863245703,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0037612,CG8112,87.59040929,-0.135645869,0.249281178,-0.543978974,0.85803204,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0264478,CG43886,2.371858903,-0.13558992,0.250406736,-0.540886026,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
FBgn0040350,CG3690,0.825974777,-0.135584211,0.137673117,-1.013640383,NA,FALSE,FALSE,non-target,NA,NA,NA,NA,NA,3,Syp KO L3 brain RNA-seq
