gene_id,gene_name,row_coverage,row_mean,row_median,region_coverage,region_mean,region_median,tstatistic,pvalue,comparison_mode,Imp_total_width,Imp_cluster_count,Imp_max_width,Syp_total_width,Syp_cluster_count,Syp_max_width,feature,group,comparison_type,fill_group
FBgn0024921,Tnpo,333000,-7.816123171358236e-5,-0.00869946590958521,17500,0.00959499027505461,-1.5525325266424258e-16,15.783136069079555,4.925816440283067e-56,Imp to shuffled Syp binding sites,28,1,28,53,2,27,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0024921,Tnpo,372960,-4.6239558108535016e-5,-2.516328127553457e-16,17500,0.0095949902750546,-1.5525325266424258e-16,15.73105127358052,1.1100014496882222e-55,Syp to shuffled Imp binding sites,28,1,28,53,2,27,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0025741,PlexA,1785600,-5.8241460887469994e-5,-0.01243240522510934,42000,0.00424913531913444,-0.00872549262486199,8.935611255028562,2.1048623493843445e-19,Imp to shuffled Syp binding sites,244,6,55,30,1,30,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0025741,PlexA,468720,-6.196109979431063e-5,-0.01356977336390052,42000,0.00424913531913444,-0.00872549262486199,8.94332760977951,1.9631685640162705e-19,Syp to shuffled Imp binding sites,244,6,55,30,1,30,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0025800,Smox,327150,-6.637184819993689e-5,-2.5184365390564847e-16,20250,0.00968827463582123,1.6194806800169932e-18,18.557079820615993,1.5331608181815708e-76,Imp to shuffled Syp binding sites,107,3,52,72,1,72,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0025800,Smox,294435,-5.0698311989971545e-5,-1.640897125529852e-16,20250,0.00968827463582123,1.6194806800169932e-18,18.52726274185296,2.6446698787138528e-76,Syp to shuffled Imp binding sites,107,3,52,72,1,72,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0026077,Gasp,1069200,-3.4752109378732304e-5,-0.00526838919116254,46125,0.01442506809632116,-0.00348239808432043,30.971999714339336,8.887235944539495e-209,Imp to shuffled Syp binding sites,189,5,52,218,3,166,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0026077,Gasp,974160,-3.7427905884667856e-5,-0.00111017980065379,46125,0.01442506809632116,-0.00348239808432043,30.97773109740207,7.46722897975765e-209,Syp to shuffled Imp binding sites,189,5,52,218,3,166,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0026250,eIF1A,571915,-1.5549889102013e-4,-0.00526552075761022,112350,0.00204482605814824,-0.00211809191646159,8.741508653355533,1.1655173386222535e-18,Imp to shuffled Syp binding sites,404,7,214,185,4,99,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0026250,eIF1A,224490,-1.4484251265832e-4,-9.913790045832e-4,112350,0.00204482605814824,-0.00211809191646159,8.699172713976017,1.6935564252803826e-18,Syp to shuffled Imp binding sites,404,7,214,185,4,99,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0026418,Hsc70Cb,104550,-1.9520146421096e-4,-1.5424946279687418e-16,12750,0.00576588341102602,-1.0183213123429836e-16,8.458065836078035,1.5063530175857404e-17,Imp to shuffled Syp binding sites,148,3,69,26,1,26,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0026418,Hsc70Cb,46125,-1.8743965237165e-4,-1.2757321025637238e-16,12750,0.00576588341102602,-1.0183213123429836e-16,8.447052754245084,1.654539942048253e-17,Syp to shuffled Imp binding sites,148,3,69,26,1,26,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0027066,Eb1,63900,-2.1786976160574e-4,-0.0061457955210066,18900,0.00399211749028832,-0.00574746525451379,5.688537749403939,6.5013366885481125e-9,Imp to shuffled Syp binding sites,28,1,28,249,5,117,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0027066,Eb1,335475,-2.0011388611671e-4,-0.00819421984027241,18900,0.00399211749028832,-0.00574746525451379,5.664545997897411,7.477934092419988e-9,Syp to shuffled Imp binding sites,28,1,28,249,5,117,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0027108,Inx2,1508815,-3.201103924198679e-5,-0.0010214182975721,36575,0.01197933276049619,-1.0313164097977264e-16,30.72004331965238,6.185578553346558e-205,Imp to shuffled Syp binding sites,310,5,124,82,3,29,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0027108,Inx2,372305,-2.8599592425912135e-5,-2.220446049250317e-16,36575,0.0119793327604962,-1.0313164097977264e-16,30.71131825144022,8.034573777738164e-205,Syp to shuffled Imp binding sites,310,5,124,82,3,29,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0027291,Idh3a,201865,-1.7162114210751e-4,-0.00409096300106066,10575,-0.00379916571427677,-0.00937541410673243,-4.723367977515742,0.9999988252195404,Imp to shuffled Syp binding sites,109,3,54,30,1,30,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0027291,Idh3a,38655,-1.7728859706362e-4,-0.00885096335834328,10575,-0.00379916571427677,-0.00937541410673243,-4.715988474736074,0.9999987819138428,Syp to shuffled Imp binding sites,109,3,54,30,1,30,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0027329,CCT6,27860,-2.8121385573745e-4,-1.0019395905179873e-16,2800,0.00190792880923372,-2.276753754146127e-16,1.3410022861114774,0.09001425984873289,Imp to shuffled Syp binding sites,162,1,162,30,1,30,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0027329,CCT6,3980,-5.9271928051128e-4,-2.276753754146127e-16,2800,0.00190792880923372,-2.276753754146127e-16,1.5318210451818624,0.06283980527762885,Syp to shuffled Imp binding sites,162,1,162,30,1,30,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0027338,Kap-alpha3,212850,-2.9527567444465e-4,-0.00314516025470307,34400,0.02241320967681429,0.01752193411417585,46.704390950976936,0,Imp to shuffled Syp binding sites,197,3,118,81,2,52,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0027338,Kap-alpha3,158400,-2.8945667755932e-4,-0.00109113888678313,34400,0.0224132096768143,0.01752193411417585,46.692423058743245,0,Syp to shuffled Imp binding sites,197,3,118,81,2,52,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0027339,jim,14710905,-1.929556475495445e-5,-0.00970429918733412,2432325,5.139018691935658e-5,-0.00985961758309703,1.3380015213318517,0.09044803297489867,Imp to shuffled Syp binding sites,1540,29,146,1595,29,167,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0027339,jim,12454365,-2.0288086090275296e-5,-0.00856193566432442,2432325,5.139018691935588e-5,-0.00985961758309703,1.3567888303037003,0.0874242217537258,Syp to shuffled Imp binding sites,1540,29,146,1595,29,167,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0027527,Osi6,364785,-1.1984972357212e-4,-0.00373342921424788,16600,-8.2647578820355e-4,-0.00789325138912209,-1.3999342222088853,0.9192241468663648,Imp to shuffled Syp binding sites,371,5,122,26,1,26,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0027527,Osi6,35160,-1.4976271981654e-4,-0.00668256091975649,16600,-8.2647578820355e-4,-0.00789325138912209,-1.3406720052777743,0.9099773426509522,Syp to shuffled Imp binding sites,371,5,122,26,1,26,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0027556,CG4928,223915,-4.462091643324218e-5,-0.01595210790365174,2850,0.02448559732623472,-2.1310657003089754e-16,15.735431555118494,7.297087691094849e-54,Imp to shuffled Syp binding sites,74,2,48,26,1,26,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0027556,CG4928,70710,-7.977358623008106e-5,-0.02256061861840643,2850,0.02448559732623472,-2.1310657003089754e-16,15.75798098472796,5.256784652386831e-54,Syp to shuffled Imp binding sites,74,2,48,26,1,26,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0027835,Dp1,1112845,-5.5370477012609466e-5,-4.872524877263609e-17,68775,0.0010067593355821,-4.008988784968771e-17,4.24138918306548,1.11215261805081e-5,Imp to shuffled Syp binding sites,548,8,168,30,1,30,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0027835,Dp1,178395,-6.307691692639937e-5,-4.9949276263051067e-17,68775,0.0010067593355821,-4.008988784968771e-17,4.2721632094629145,9.692277251164531e-6,Syp to shuffled Imp binding sites,548,8,168,30,1,30,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0027932,Akap200,399900,-6.211609230993734e-5,-6.744694282412575e-17,30100,-1.7960653800094e-4,-6.481649068932259e-17,-0.5630224115012942,0.7132880915989532,Imp to shuffled Syp binding sites,329,7,96,52,2,26,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0027932,Akap200,65100,-3.5337729041729856e-5,-5.168533996307234e-17,30100,-1.7960653800094e-4,-6.481649068932259e-17,-0.691346196253755,0.7553233303523442,Syp to shuffled Imp binding sites,329,7,96,52,2,26,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0028734,Fmr1,1170960,-3.9883839467725955e-5,-3.11958377675957e-16,23100,-0.0063352035500907,-4.661579212415835e-16,-13.756505597497046,1,Imp to shuffled Syp binding sites,357,6,100,30,1,30,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0028734,Fmr1,153340,-4.563264985708983e-5,-3.072034483498767e-16,23100,-0.0063352035500907,-4.661579212415835e-16,-13.743943321721474,1,Syp to shuffled Imp binding sites,357,6,100,30,1,30,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0029133,REG,119475,-2.277811401376e-4,-0.00180661829062855,7425,0.0172780290608869,0,14.584080604001558,8.019569688246424e-48,Imp to shuffled Syp binding sites,101,2,72,48,1,48,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0029133,REG,48675,-2.5815046831171e-4,-0.01081080845401832,7425,0.0172780290608869,0,14.609381274173042,5.591300158832134e-48,Syp to shuffled Imp binding sites,101,2,72,48,1,48,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0029506,Tsp42Ee,90150,-2.9726110880121e-4,-0.00856036518555855,13500,7.361911989820466e-5,-0.00977385266511599,0.5180706681331855,0.30220872750140415,Imp to shuffled Syp binding sites,82,3,29,82,2,52,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0029506,Tsp42Ee,54090,-2.97932198001e-4,-0.01032794045988162,13500,7.361911989820482e-5,-0.00977385266511599,0.5190080910616944,0.301881803641133,Syp to shuffled Imp binding sites,82,3,29,82,2,52,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0029676,HIP-R,68765,-6.141166364171391e-5,0,2550,0.00844688690456724,0,6.258333322253321,2.2751076329659624e-10,Imp to shuffled Syp binding sites,95,2,69,27,1,27,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0029676,HIP-R,24270,-1.1049290254607e-4,0,2550,0.00844688690456724,0,6.294435340826148,1.810280282267893e-10,Syp to shuffled Imp binding sites,95,2,69,27,1,27,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0029687,Vap33,2167200,-6.131479900303786e-5,-1.2574329295902928e-16,159100,0.01922989107933555,7.496914897072005e-17,80.62885705330004,0,Imp to shuffled Syp binding sites,586,12,140,80,2,51,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0029687,Vap33,466200,-7.885877561273465e-5,-6.094768227640934e-17,159100,0.01922989107933555,7.496914897072005e-17,80.70218325131646,0,Syp to shuffled Imp binding sites,586,12,140,80,2,51,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0029903,pod1,1625760,-8.34801194821081e-5,-0.00468547811803053,108000,0.00173846737269422,-0.00373797245330246,7.06232726053815,8.235990260801119e-13,Imp to shuffled Syp binding sites,640,6,274,102,3,49,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0029903,pod1,338700,-8.018615823314475e-5,-3.173496551015e-4,108000,0.00173846737269422,-0.00373797245330246,7.0495590372915355,9.027779016590848e-13,Syp to shuffled Imp binding sites,640,6,274,102,3,49,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0029979,mahe,2408250,-3.062741629051652e-5,-0.00850228038511657,173375,-8.818449957184e-4,-0.011683266919673,-4.182819622376821,0.9999855971410088,Imp to shuffled Syp binding sites,204,5,93,266,7,52,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0029979,mahe,1850550,-2.9249592890848894e-5,-0.00723162319740081,173375,-8.818449957184e-4,-0.011683266919673,-4.189590143676641,0.9999860201598952,Syp to shuffled Imp binding sites,204,5,93,266,7,52,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0030086,CCT2,75250,-3.8015946212891e-4,-0.00529289836919301,14875,8.1703977165183e-4,-0.00486508795774068,1.6357679721780465,0.05095465802929629,Imp to shuffled Syp binding sites,234,4,99,73,1,73,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0030086,CCT2,36550,-4.210107343309e-4,-0.00577712891758638,14875,8.1703977165183e-4,-0.00486508795774068,1.691584248036927,0.04537310987855111,Syp to shuffled Imp binding sites,234,4,99,73,1,73,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0030268,Klp10A,912460,-8.291059799090068e-5,-8.746990565774261e-17,30100,0.00530027732073921,-2.8401683421356718e-18,14.247895148133647,3.258772577256191e-46,Imp to shuffled Syp binding sites,320,5,119,48,1,48,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0030268,Klp10A,148540,-3.1819884793562576e-5,-1.4206592946402986e-17,30100,0.00530027732073921,-2.8401683421356718e-18,14.11267134846909,2.2098664744048577e-45,Syp to shuffled Imp binding sites,320,5,119,48,1,48,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0030328,Amun,917400,-9.94078661411914e-5,-0.01001295373066926,46200,-0.0118897729490843,-0.02099620182125623,-30.06619224398414,1,Imp to shuffled Syp binding sites,541,9,119,52,1,52,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0030328,Amun,97300,-9.582465037372748e-5,-0.0105348727076181,46200,-0.0118897729490843,-0.02099620182125623,-30.075329675552915,1,Syp to shuffled Imp binding sites,541,9,119,52,1,52,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0030340,CG15740,10115,-3.1359600180224e-4,-2.811528328018774e-16,350,0.00588459052790656,-1.3932347281826663e-16,1.542280192269461,0.06195586434723794,Imp to shuffled Syp binding sites,47,1,47,30,1,30,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0030340,CG15740,2890,-2.5732674568462e-4,-1.3932347281826663e-16,350,0.00588459052790656,-1.3932347281826663e-16,1.528278845467784,0.06367455813970427,Syp to shuffled Imp binding sites,47,1,47,30,1,30,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0030617,CG9095,500240,-1.5232432265848e-4,-8.490638468115536e-17,20350,-0.00131109682446948,3.3369965213740575e-17,-2.627701024170061,0.9956985737140744,Imp to shuffled Syp binding sites,245,4,142,77,1,77,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0030617,CG9095,74360,-5.875120126604309e-5,-9.430537194487151e-18,20350,-0.00131109682446948,3.3369965213740575e-17,-2.8398929656714684,0.9977413286980188,Syp to shuffled Imp binding sites,245,4,142,77,1,77,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0030674,HUWE1,23640,-1.9759193578399e-4,-0.00588268452002816,900,-3.7641968626991e-4,-0.00877598027948409,-0.06113467388744987,0.5243672284866885,Imp to shuffled Syp binding sites,30,1,30,52,1,52,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0030674,HUWE1,23640,-2.3021847356846e-4,-0.00978977643385681,900,-3.7641968626991e-4,-0.00877598027948409,-0.04998085272652695,0.5199256256774252,Syp to shuffled Imp binding sites,30,1,30,52,1,52,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0030791,CG9132,216375,-4.342398169588732e-5,0,2500,0.00276872596914793,0,2.209225717358579,0.01362467010990281,Imp to shuffled Syp binding sites,50,1,50,26,1,26,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0030791,CG9132,34620,-2.445745476496662e-5,0,2500,0.00276872596914793,0,2.194325608972755,0.01415187628080547,Syp to shuffled Imp binding sites,50,1,50,26,1,26,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0031268,cold,69720,-4.7593083659636e-4,-0.01521366130862965,2800,0.0218912431414407,-0.00703635685336127,9.820413462951011,1.0534525092511228e-22,Imp to shuffled Syp binding sites,123,2,75,28,1,28,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0031268,cold,9960,-4.0747182405054e-4,-0.01593007349884374,2800,0.0218912431414407,-0.00703635685336127,9.790356209892336,1.4048228444042277e-22,Syp to shuffled Imp binding sites,123,2,75,28,1,28,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0031453,Bacc,1218725,-7.541433354171197e-5,-9.566828519867999e-17,97875,9.5740265852754e-4,-9.419931502976436e-17,4.883408505579551,5.221580761686377e-7,Imp to shuffled Syp binding sites,668,10,164,80,2,52,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0031453,Bacc,226935,-7.073985065581032e-5,-9.468693151639054e-17,97875,9.5740265852754e-4,-9.419931502976436e-17,4.861306420060544,5.839695167862288e-7,Syp to shuffled Imp binding sites,668,10,164,80,2,52,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0031629,Clect27,130900,-2.61090555289e-4,-0.00998093730153458,13750,0.00399049489661571,-0.00892524041873665,6.213530859418513,2.6650790776772076e-10,Imp to shuffled Syp binding sites,234,5,73,50,1,50,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0031629,Clect27,23800,-2.732692669044e-4,-0.01171374903223546,13750,0.00399049489661571,-0.00892524041873665,6.231329584460327,2.379933728127937e-10,Syp to shuffled Imp binding sites,234,5,73,50,1,50,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0031769,CG9135,154750,-2.6370397145385e-4,-0.00783783268992605,22500,-0.00119272976099224,-0.01469481225780378,-1.586529790375788,0.9436833835847364,Imp to shuffled Syp binding sites,219,3,119,74,2,48,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0031769,CG9135,55710,-2.7778983332109e-4,-0.00385713993857983,22500,-0.00119272976099224,-0.01469481225780378,-1.5624748720655035,0.940904887261112,Syp to shuffled Imp binding sites,219,3,119,74,2,48,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0031992,Acbp1,6875,-0.00142384219201887,-0.01816498236260116,1375,-0.00427368621568681,-0.0057248560386902,-1.2666055583989126,0.8972444826792512,Imp to shuffled Syp binding sites,55,2,28,29,1,29,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0031992,Acbp1,3125,-0.00134860484817858,-0.00460848974592398,1375,-0.00427368621568681,-0.0057248560386902,-1.3000445947517272,0.9030981374993308,Syp to shuffled Imp binding sites,55,2,28,29,1,29,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0032297,CG17124,240210,-1.4097200109206e-4,-0.00744658258448538,3400,-0.00329769017331835,-0.01833439241675441,-2.190310051942982,0.985715266160094,Imp to shuffled Syp binding sites,146,2,118,26,1,26,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0032297,CG17124,28260,-1.2074563668974e-4,-0.0125156381037611,3400,-0.00329769017331835,-0.01833439241675441,-2.204344250388209,0.9862165395311896,Syp to shuffled Imp binding sites,146,2,118,26,1,26,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0032586,Tpr2,78520,-3.3076602383425e-4,-0.0092176557810189,12350,0.00502909234405075,-0.00182745693216554,6.821932941715282,4.700721032611588e-12,Imp to shuffled Syp binding sites,52,1,52,59,2,30,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0032586,Tpr2,57380,-3.3260915123947e-4,-0.00950869850320462,12350,0.00502909234405075,-0.00182745693216554,6.8242788416809885,4.624834411075036e-12,Syp to shuffled Imp binding sites,52,1,52,59,2,30,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0032773,fon,40120,-6.7676773418835e-4,-0.01860395792279447,3400,0.00334665951299997,-0.01672788625813323,1.938786906784961,0.02630498308449099,Imp to shuffled Syp binding sites,52,2,26,51,1,51,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0032773,fon,18880,-5.9620122185886e-4,-0.01901950084416156,3400,0.00334665951299997,-0.01672788625813323,1.899963960666348,0.02876120063566337,Syp to shuffled Imp binding sites,52,2,26,51,1,51,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0032946,nrv3,5046580,-6.952794733671763e-5,-0.01140284916829619,295075,7.2215685782395e-4,-0.01103379534106441,5.143185950804336,1.351450676474475e-7,Imp to shuffled Syp binding sites,1513,23,139,52,2,26,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0032946,nrv3,585340,-6.99818579270711e-5,-0.01113735868941782,295075,7.2215685782395e-4,-0.01103379534106441,5.1461347841733875,1.3303910323126422e-7,Syp to shuffled Imp binding sites,1513,23,139,52,2,26,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0033159,Dscam1,400055,-3.782447756929089e-5,-2.70238328546341e-16,11600,0.00572120878339377,-2.449952611302981e-16,8.972726110444588,1.6678366211501668e-19,Imp to shuffled Syp binding sites,124,2,74,57,2,29,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0033159,Dscam1,220720,-4.2711136602346505e-5,-3.729845137437604e-16,11600,0.00572120878339377,-2.449952611302981e-16,8.980339654439193,1.5571125351338913e-19,Syp to shuffled Imp binding sites,124,2,74,57,2,29,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0033529,CG17765,50490,-5.5304723709075e-4,-0.00857514623056527,8500,0.00139181578230572,-1.3432826836475691e-16,2.2614666494512563,0.01187776950721251,Imp to shuffled Syp binding sites,147,1,147,28,1,28,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0033529,CG17765,14850,-4.8020224771548e-4,-0.00308956957288548,8500,0.00139181578230572,-1.3432826836475691e-16,2.1767632475104257,0.01476283397970887,Syp to shuffled Imp binding sites,147,1,147,28,1,28,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0033802,CG17724,192860,-1.1104168753347702e-5,-0.00801368600174971,1000,0.10227184057277136,0.08103721165928128,27.47214634074186,1.6161925283631475e-124,Imp to shuffled Syp binding sites,132,4,50,26,1,26,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0033802,CG17724,482150,-1.058558465382374e-5,-0.0067003316734792,1000,0.10227184057277136,0.08103721165928128,27.472007054389593,1.6197239215038859e-124,Syp to shuffled Imp binding sites,132,4,50,26,1,26,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0033919,CG8547,69600,-1.46757513021e-4,-6.755896595605699e-17,5400,-0.0044198069297258,-1.1478183210324214e-16,-4.733532347005731,0.9999988685941248,Imp to shuffled Syp binding sites,52,1,52,27,1,27,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0033919,CG8547,26100,-1.6781261753003e-4,-6.552573864107683e-17,5400,-0.0044198069297258,-1.1478183210324214e-16,-4.7102082501971445,0.9999987316795468,Syp to shuffled Imp binding sites,52,1,52,27,1,27,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0034091,mrj,135520,-2.1537380317709e-4,-0.00833854755190255,7700,0.0046552077216708,-8.3337793654697e-4,5.400935294192915,3.4137045232165915e-8,Imp to shuffled Syp binding sites,99,2,50,49,1,49,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0034091,mrj,53240,-1.8702818585046e-4,-0.00601455417499133,7700,0.0046552077216708,-8.3337793654697e-4,5.369503145018512,4.06291288286869e-8,Syp to shuffled Imp binding sites,99,2,50,49,1,49,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0034282,Mapmodulin,603720,-1.5790527561283e-4,-0.00774826912541637,38025,-5.6527609203432e-4,-2.991003805973414e-16,-1.073383957832262,0.8584471544954195,Imp to shuffled Syp binding sites,471,8,119,29,1,29,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0034282,Mapmodulin,67080,-1.3203039303886e-4,-2.3733211553487103e-16,38025,-5.6527609203432e-4,-2.991003805973414e-16,-1.141561850666309,0.8731783110252467,Syp to shuffled Imp binding sites,471,8,119,29,1,29,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0034398,CG15098,11160,-8.4666165789968e-4,-0.01279432828761951,2200,0.0030447572893113,-0.01285458633217988,1.7216586142998014,0.04263600730433217,Imp to shuffled Syp binding sites,27,1,27,60,2,30,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0034398,CG15098,15345,-9.2296710700065e-4,-0.01267824307746173,2200,0.0030447572893113,-0.01285458633217988,1.755418005294405,0.03966353060984985,Syp to shuffled Imp binding sites,27,1,27,60,2,30,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0034802,CNBP,650700,-8.025317552714552e-5,-1.0864941629752095e-16,20250,-1.8830514343882e-4,-1.173666027436404e-16,-0.234018612365196,0.5925135524546438,Imp to shuffled Syp binding sites,396,6,121,29,1,29,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0034802,CNBP,65070,-9.332763517112416e-5,-1.2133786088280148e-16,20250,-1.8830514343882e-4,-1.173666027436404e-16,-0.20570198877709484,0.581487113585519,Syp to shuffled Imp binding sites,396,6,121,29,1,29,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0035016,CG4612,965380,-2.8355847624580254e-5,0,21725,0.0046696584474374,0,9.648489550849908,2.7609237678237394e-22,Imp to shuffled Syp binding sites,351,6,121,26,1,26,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0035016,CG4612,134420,-3.691889909509719e-5,0,21725,0.0046696584474374,0,9.66607581335309,2.3272322141602425e-22,Syp to shuffled Imp binding sites,351,6,121,26,1,26,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0035020,CG13585,53200,-4.7066377285866e-4,0,3800,-1.1305271091155e-4,0,0.3162027427837366,0.3759329987437724,Imp to shuffled Syp binding sites,173,2,102,28,1,28,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0035020,CG13585,5600,-4.114844295129e-4,0,3800,-1.1305271091155e-4,0,0.2638758640228153,0.395944943336388,Syp to shuffled Imp binding sites,173,2,102,28,1,28,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
